CustomerID,Recency,Frequency,Monetary
11093,387,7,19538.46
11094,170,8,693.56
11095,370,7,19524.16
11096,335,4,11553.98
11097,341,5,14169.48
11098,257,4,131.4
11099,364,9,25043.66
11100,327,7,19633.11
11101,366,7,19856.94
11102,203,5,268.32
11103,389,8,22271.63
11104,380,6,16885.53
11105,390,5,14252.27
11106,380,3,8927.33
11107,374,6,16955.1
11108,372,5,14224.74
11109,371,8,22703.22
11110,314,5,14242.460000000001
11111,312,8,22022.6
11112,301,6,17366.190000000002
11113,435,7,346.64
11114,186,7,389.78000000000003
11115,179,6,329.22
11116,257,7,570.5799999999999
11117,370,8,22174.9
11118,155,8,478.90999999999997
11119,219,4,171.99
11120,284,10,27889.51
11121,238,6,158.64000000000001
11122,312,3,47.42
11123,156,8,593.99
11124,377,6,16760.63
11125,362,7,246.56
11126,239,8,9829.76
11127,272,3,92.75999999999999
11128,322,7,616.28
11129,537,2,6489.9400000000005
11130,203,2,82.4
11131,158,9,332.34
11132,447,6,15725.939999999999
11133,182,4,318.04
11134,239,3,5427.55
11135,438,3,7740.42
11136,543,3,7891.23
11137,161,5,664.5600000000001
11138,181,4,174.5
11139,256,3,157.95
11140,468,2,88.36
11141,275,5,334.69
11142,168,36,2397.03
11143,193,5,153.99
11144,521,3,7955.88
11145,521,3,7657.530000000001
11146,288,7,363.21
11147,257,7,19709.34
11148,209,6,254.94
11149,213,4,53.62
11150,350,8,890.8199999999999
11151,253,6,16706.36
11152,537,1,2535.96
11153,458,5,289.27
11154,536,1,2563.58
11155,540,1,2563.58
11156,538,4,10563.64
11157,292,3,52.53
11158,527,3,7942.59
11159,235,5,153.99
11160,494,2,5132.22
11161,231,6,329.1
11162,497,2,5149.24
11163,329,4,144.53
11164,329,6,625.94
11165,390,3,187.81
11166,206,5,247.36
11167,214,4,6909.16
11168,226,7,14752.769999999999
11169,279,5,226.27
11170,183,7,629.43
11171,235,8,16989.4
11172,170,7,583.14
11173,188,3,187.81
11174,340,5,153.99
11175,239,8,13496.17
11176,154,60,3549.2
11177,259,6,583.9
11178,400,6,479.84999999999997
11179,172,6,415.79999999999995
11180,278,6,525.78
11181,354,3,86.80000000000001
11182,176,5,226.27
11183,382,4,102.22
11184,264,5,219.26999999999998
11185,155,68,5310.5
11186,174,3,86.80000000000001
11187,328,4,237.5
11188,160,5,262.40999999999997
11189,510,6,17025.829999999998
11190,165,4,102.22
11191,236,7,14446.93
11192,278,5,334.69
11193,316,3,52.53
11194,204,6,350.52
11195,251,6,453.5
11196,279,4,532.87
11197,345,6,688.02
11198,502,4,249.06
11199,256,6,568.42
11200,161,55,4048.83
11201,294,6,599.79
11202,282,3,124.81
11203,201,32,1971.82
11204,232,4,251.07999999999998
11205,265,2,41.2
11206,396,4,251.07999999999998
11207,255,4,251.07999999999998
11208,286,7,877.27
11209,159,2,41.2
11210,297,5,203.07
11211,174,33,1772.41
11212,164,33,1941.03
11213,294,4,251.07999999999998
11214,223,4,532.87
11215,197,32,3168.61
11216,510,5,14429.22
11217,501,3,9202.68
11218,177,3,84.93
11219,157,3,84.93
11220,199,4,110.98
11221,256,4,144.53
11222,214,6,689.37
11223,175,56,3362.38
11224,209,5,10821.14
11225,297,5,316.16999999999996
11226,456,2,41.2
11227,505,5,14261.18
11228,164,4,251.07999999999998
11229,156,5,226.27
11230,203,5,166.51
11231,230,4,207.94
11232,229,3,84.93
11233,387,7,896.89
11234,284,4,168.54000000000002
11235,176,6,458.93999999999994
11236,175,5,334.69
11237,217,6,17058.72
11238,426,9,14156.64
11239,398,11,20586.79
11240,413,13,22260.100000000002
11241,244,25,42742.369999999995
11242,208,12,18126.92
11243,386,12,17781.68
11244,346,12,15914.7
11245,201,9,24905.26
11246,192,7,19642.079999999998
11247,317,12,19418.93
11248,351,3,127.5
11249,288,11,27946.67
11250,328,11,16728.23
11251,255,4,10249.8
11252,194,7,12512.4
11253,209,30,1646.46
11254,198,9,1141.53
11255,456,5,334.69
11256,257,5,226.27
11257,198,6,11689.02
11258,350,4,85.83000000000001
11259,192,5,11009.02
11260,372,5,226.27
11261,189,4,9923.51
11262,159,63,3607.56
11263,202,9,17990.94
11264,212,8,14065.6
11265,543,3,7796.73
11266,526,5,14314.26
11267,539,5,14407.1
11268,226,5,318.72
11269,293,3,90.89
11270,539,5,14588.26
11271,524,5,14539.74
11272,533,4,11899.9
11273,403,8,1098.58
11274,491,4,11611.51
11275,534,4,11833.6
11276,159,57,2804.31
11277,165,65,4639.37
11278,543,3,9103.22
11279,373,4,142.66
11280,326,4,251.07999999999998
11281,535,5,14309.66
11282,544,6,17326.98
11283,306,4,142.66
11284,424,5,172.59
11285,247,5,557.0899999999999
11286,526,5,14455.66
11287,153,62,3325.42
11288,313,4,251.07999999999998
11289,530,5,14240.22
11290,519,3,9158.48
11291,527,2,6489.9400000000005
11292,546,5,14261.18
11293,472,5,271.16999999999996
11294,178,3,90.89
11295,537,5,14915.46
11296,517,4,11642.32
11297,495,5,14429.22
11298,494,5,14314.26
11299,491,4,12032.529999999999
11300,181,67,5159.53
11301,262,5,572.5699999999999
11302,513,5,14384.82
11303,492,3,9030.96
11304,434,5,532.5699999999999
11305,330,4,251.07999999999998
11306,296,3,90.89
11307,507,5,14499.859999999999
11308,166,4,307.39
11309,176,3,90.89
11310,188,4,251.07999999999998
11311,290,4,251.07999999999998
11312,393,3,90.89
11313,216,4,142.66
11314,209,4,105.02000000000001
11315,195,3,90.89
11316,534,2,5193.44
11317,497,2,6489.9400000000005
11318,234,4,142.66
11319,491,4,11750.71
11320,315,5,311.57000000000005
11321,398,2,41.2
11322,405,4,142.66
11323,516,6,17745.829999999998
11324,510,4,11800.449999999999
11325,515,7,20303.079999999998
11326,495,5,14429.22
11327,514,5,14284.699999999999
11328,449,4,10513.1
11329,505,2,6517.5599999999995
11330,159,57,3237.04
11331,157,58,3504.7
11332,540,3,8961.48
11333,351,6,16874.3
11334,338,6,16843.52
11335,542,4,11528.18
11336,541,5,12764.11
11337,346,8,22238.08
11338,547,5,14204.560000000001
11339,521,3,7413.49
11340,544,5,12712.93
11341,346,8,22353.059999999998
11342,353,3,162.32999999999998
11343,341,9,25138.760000000002
11344,342,7,19541.56
11345,546,3,7468.77
11346,504,7,18533.91
11347,471,2,30.88
11348,456,3,225.29999999999998
11349,168,3,225.29999999999998
11350,510,3,127.5
11351,306,5,14214.84
11352,425,2,30.88
11353,326,6,16675.55
11354,209,3,76.14
11355,277,2,30.88
11356,242,8,10220.33
11357,244,5,7289.34
11358,228,8,10128.01
11359,208,8,9822.130000000001
11360,190,6,8287.55
11361,218,4,270.6
11362,279,3,115.50999999999999
11363,194,5,7539.11
11364,186,4,6327.55
11365,190,7,9198.42
11366,319,3,115.50999999999999
11367,217,4,190.62
11368,211,11,13294.46
11369,185,4,262.88
11370,272,3,121.47
11371,184,2,82.84
11372,198,5,7245.06
11373,307,3,127.5
11374,441,3,228.63
11375,256,2,30.88
11376,258,2,173.44
11377,487,3,278.34000000000003
11378,501,4,10128.779999999999
11379,489,4,10143.869999999999
11380,512,6,17226.48
11381,316,5,14278.84
11382,499,2,4800.21
11383,180,3,162.32999999999998
11384,332,3,162.32999999999998
11385,359,2,30.88
11386,240,3,228.63
11387,455,6,13007.41
11388,430,7,16889.16
11389,225,3,228.63
11390,235,3,162.32999999999998
11391,247,2,75.08
11392,458,1,32.03
11393,349,2,30.88
11394,332,7,19458.78
11395,495,3,8906.22
11396,247,1,32.03
11397,358,3,127.5
11398,332,4,11639.06
11399,443,2,30.88
11400,346,8,18201.899999999998
11401,479,6,11430.95
11402,454,10,18146.26
11403,398,9,17406.44
11404,505,2,75.08
11405,456,1,59.65
11406,506,6,15336.050000000001
11407,372,1,59.65
11408,482,3,114.24
11409,518,5,12850.01
11410,511,5,12938.41
11411,330,3,127.5
11412,262,11,27879.89
11413,298,11,17499.16
11414,288,10,18118.61
11415,318,2,30.88
11416,421,5,8626.73
11417,197,17,27463.64
11418,195,2,88.34
11419,368,6,768.24
11420,213,17,37436.51
11421,264,4,10806.92
11422,239,10,15703.630000000001
11423,253,10,24193.72
11424,435,2,97.18
11425,191,15,29928.309999999998
11426,447,1,38.66
11427,253,9,22761.87
11428,251,12,31477.01
11429,188,17,32886.21
11430,468,2,187.8
11431,273,11,27281.2
11432,187,16,25195.7
11433,289,12,29027.08
11434,350,4,186.07
11435,177,1,38.66
11436,376,4,151.69
11437,193,1,59.65
11438,510,1,38.66
11439,253,14,33209.81
11440,460,2,173.44
11441,173,2,97.18
11442,274,1,38.66
11443,272,8,22561.68
11444,393,5,14243.369999999999
11445,367,5,14139.64
11446,374,7,19932.08
11447,395,6,16675.55
11448,374,7,19367.26
11449,371,7,19459.22
11450,378,9,24873.78
11451,390,9,25063.94
11452,383,5,14355.14
11453,376,6,16974.87
11454,377,4,11611.44
11455,395,5,14404.91
11456,395,11,30366.16
11457,394,10,27843.16
11458,163,7,303.59000000000003
11459,377,5,14235.32
11460,385,6,17088.94
11461,344,4,11611.44
11462,340,5,14207.7
11463,199,4,69.49000000000001
11464,364,7,19393.760000000002
11465,352,4,11708.66
11466,313,7,281.36
11467,179,5,112.38
11468,313,4,9088.220000000001
11469,325,2,56.3
11470,494,2,4800.21
11471,409,1,59.65
11472,247,6,16989.56
11473,393,2,139.18
11474,277,3,165.63
11475,433,4,307.0
11476,241,1,59.65
11477,278,1,38.66
11478,437,1,59.65
11479,402,9,17082.6
11480,340,7,11782.83
11481,435,6,9349.34
11482,293,5,14266.72
11483,346,4,8090.09
11484,457,6,11342.050000000001
11485,291,7,17120.32
11486,218,1,38.66
11487,197,1,59.65
11488,304,5,14150.24
11489,275,7,19446.82
11490,452,1,59.65
11491,296,7,19721.0
11492,496,3,7468.75
11493,291,6,12979.77
11494,273,5,11655.1
11495,247,2,30.88
11496,237,7,18353.53
11497,238,1,38.66
11498,172,30,1463.37
11499,366,6,579.3
11500,171,30,1647.98
11501,159,33,2492.05
11502,154,43,3600.47
11503,204,3,133.99
11504,423,4,142.66
11505,188,36,2349.9900000000002
11506,159,36,2324.03
11507,161,31,1607.67
11508,412,4,251.07999999999998
11509,336,3,650.7
11510,186,16,931.3199999999999
11511,474,1,38.67
11512,184,1,2563.58
11513,387,5,4773.3
11514,371,2,88.36
11515,436,4,11750.71
11516,379,5,14284.699999999999
11517,311,5,442.16999999999996
11518,231,6,340.66
11519,170,36,2091.98
11520,162,32,2058.41
11521,235,4,142.66
11522,514,4,11611.51
11523,500,3,7879.62
11524,256,3,90.89
11525,493,4,11768.35
11526,512,3,7879.62
11527,241,3,84.93
11528,496,6,17111.43
11529,511,6,17025.78
11530,182,26,1128.83
11531,507,3,9030.96
11532,185,4,142.66
11533,171,2,41.2
11534,501,4,11715.91
11535,472,6,16887.63
11536,466,5,14284.699999999999
11537,463,2,6489.9400000000005
11538,486,3,9074.48
11539,462,6,17321.48
11540,466,5,14473.18
11541,443,5,14539.74
11542,415,3,114.24
11543,191,1,59.65
11544,306,2,196.64
11545,352,1,59.65
11546,475,5,12848.11
11547,337,5,8708.85
11548,231,9,20053.64
11549,200,9,18673.31
11550,471,5,9319.29
11551,486,1,59.65
11552,175,1,38.66
11553,312,1,23.74
11554,418,1,38.66
11555,418,1,38.66
11556,191,1,23.74
11557,326,1,23.74
11558,212,1,23.74
11559,213,1,38.66
11560,209,1,59.65
11561,476,2,4800.21
11562,369,2,187.8
11563,360,1,59.65
11564,469,2,4827.83
11565,295,1,38.66
11566,174,58,3169.0
11567,472,1,59.65
11568,283,5,12802.01
11569,222,1,38.66
11570,473,2,4852.49
11571,467,4,9977.25
11572,479,6,15432.56
11573,338,1,38.66
11574,472,1,38.66
11575,287,7,18402.91
11576,464,3,7626.03
11577,475,2,4800.21
11578,475,4,10029.33
11579,334,2,97.18
11580,440,1,38.66
11581,220,11,616.88
11582,464,3,7413.49
11583,448,4,9946.44
11584,287,1,9.93
11585,171,1,55.23
11586,245,1,9.93
11587,447,5,13275.69
11588,414,2,4827.83
11589,391,2,33.1
11590,403,4,10004.67
11591,403,3,9074.48
11592,414,3,9030.96
11593,376,3,9103.22
11594,317,2,196.64
11595,182,1,38.66
11596,272,3,165.63
11597,176,1,38.66
11598,463,5,13238.47
11599,383,6,17097.63
11600,420,1,38.66
11601,388,6,16959.53
11602,355,1,38.66
11603,265,5,12777.35
11604,257,7,17913.190000000002
11605,487,2,4800.21
11606,367,5,14314.26
11607,385,4,11694.4
11608,199,1,38.66
11609,219,9,23581.89
11610,241,6,15358.93
11611,366,2,6489.9400000000005
11612,224,6,15324.24
11613,432,4,9946.44
11614,451,5,12823.45
11615,443,7,14424.51
11616,441,10,19004.04
11617,449,4,11768.35
11618,506,4,10475.2
11619,210,29,1434.11
11620,338,4,142.66
11621,243,6,670.7299999999999
11622,380,5,583.5699999999999
11623,430,5,14429.22
11624,432,2,6517.5599999999995
11625,433,4,11694.43
11626,449,4,11845.21
11627,233,4,110.98
11628,456,3,9030.96
11629,438,4,11750.71
11630,429,3,9158.5
11631,187,33,1922.01
11632,178,34,2524.86
11633,167,4,251.07999999999998
11634,430,3,84.93
11635,282,3,90.89
11636,163,4,251.07999999999998
11637,500,3,84.93
11638,254,4,251.07999999999998
11639,173,5,554.89
11640,183,15,1496.38
11641,316,11,883.2
11642,157,15,1724.88
11643,361,5,320.88
11644,176,3,90.89
11645,178,5,499.28999999999996
11646,340,3,191.11
11647,500,5,13071.800000000001
11648,301,2,98.32
11649,433,3,142.05
11650,195,4,308.2
11651,255,8,432.41
11652,194,14,1161.25
11653,261,5,612.01
11654,432,4,11833.6
11655,210,4,110.98
11656,169,4,251.07999999999998
11657,153,5,612.01
11658,341,5,301.54
11659,175,10,567.37
11660,318,15,1067.46
11661,198,11,710.05
11662,359,4,221.58
11663,500,5,14429.22
11664,494,5,14429.22
11665,501,4,11750.71
11666,508,5,14429.22
11667,193,3,142.05
11668,177,4,308.2
11669,315,6,361.18
11670,285,4,221.58
11671,448,4,11883.310000000001
11672,285,3,191.11
11673,484,6,821.85
11674,316,4,199.78
11675,506,2,6517.5599999999995
11676,203,3,142.05
11677,212,10,805.3100000000001
11678,510,3,9086.2
11679,213,4,364.51
11680,162,3,148.01
11681,217,5,387.73
11682,203,4,719.29
11683,508,5,14203.779999999999
11684,200,3,148.01
11685,199,5,298.09000000000003
11686,432,4,308.2
11687,374,3,177.85000000000002
11688,501,5,14513.18
11689,301,2,98.32
11690,430,4,11664.52
11691,407,4,278.32
11692,163,3,148.01
11693,518,1,2535.96
11694,275,4,308.2
11695,315,4,308.2
11696,427,2,6489.9400000000005
11697,269,5,437.44
11698,167,7,470.02
11699,325,5,335.65
11700,386,5,387.73
11701,422,4,308.2
11702,228,4,199.78
11703,226,4,221.58
11704,348,3,148.01
11705,399,5,14395.18
11706,269,2,98.32
11707,402,5,14769.46
11708,398,4,11678.68
11709,259,12,988.01
11710,200,3,177.85000000000002
11711,155,55,2740.89
11712,244,8,255.17000000000002
11713,221,6,709.22
11714,412,3,148.01
11715,182,4,357.91
11716,168,4,199.78
11717,184,5,671.73
11718,466,4,221.58
11719,283,11,740.11
11720,341,6,413.0
11721,256,5,279.31
11722,233,5,421.99
11723,178,9,411.48
11724,198,13,644.15
11725,424,5,368.69
11726,205,7,1025.68
11727,422,4,11856.82
11728,236,4,287.21
11729,170,5,591.02
11730,173,5,478.29999999999995
11731,330,5,420.78
11732,319,5,466.21
11733,174,4,569.0
11734,358,4,300.06
11735,190,4,287.21
11736,208,5,486.04
11737,348,4,178.79
11738,185,13,912.1700000000001
11739,440,6,15772.83
11740,163,14,1414.48
11741,495,4,12244.69
11742,404,5,14284.699999999999
11743,410,2,6517.5599999999995
11744,307,3,121.06
11745,422,5,14429.18
11746,233,4,178.79
11747,260,4,265.06
11748,241,8,246.48000000000002
11749,181,4,69.49
11750,272,6,16899.94
11751,348,6,17136.21
11752,206,8,525.5699999999999
11753,258,4,86.05
11754,335,5,14420.92
11755,317,5,92.25
11756,248,6,16675.55
11757,215,5,101.2
11758,218,5,101.2
11759,356,3,8899.71
11760,223,9,1139.98
11761,336,8,22064.940000000002
11762,359,7,19708.68
11763,230,7,199.95
11764,358,6,16756.09
11765,339,5,14463.48
11766,355,11,30721.629999999997
11767,353,7,20065.16
11768,351,4,11666.68
11769,285,17,1911.62
11770,252,4,178.79
11771,341,3,170.11
11772,411,4,11694.4
11773,426,4,11928.1
11774,382,3,9086.2
11775,392,4,11694.43
11776,392,4,12244.69
11777,373,5,14284.66
11778,366,2,6489.9400000000005
11779,372,2,6489.9400000000005
11780,377,5,14539.74
11781,203,5,379.99
11782,287,6,503.01
11783,415,4,287.21
11784,195,12,721.06
11785,303,3,127.02
11786,158,4,343.52
11787,237,4,287.21
11788,314,5,949.29
11789,428,3,121.06
11790,404,5,533.5
11791,211,3,226.47000000000003
11792,365,3,226.47000000000003
11793,505,4,260.65999999999997
11794,153,4,178.79
11795,217,3,127.02
11796,396,7,19978.18
11797,366,6,17183.329999999998
11798,384,3,9202.68
11799,386,5,14309.66
11800,321,4,178.79
11801,181,3,137.63
11802,211,12,560.54
11803,219,6,851.76
11804,322,5,378.89
11805,237,4,308.2
11806,270,4,199.78
11807,291,5,499.28999999999996
11808,248,14,2058.43
11809,385,4,11747.41
11810,371,5,14539.74
11811,378,2,6517.5599999999995
11812,377,3,9086.2
11813,367,3,9202.68
11814,295,5,270.47
11815,491,5,14429.22
11816,495,3,9158.48
11817,503,2,6517.5599999999995
11818,516,5,14455.66
11819,165,4,199.78
11820,206,10,500.68
11821,300,7,727.77
11822,308,3,137.63
11823,158,16,1041.42
11824,172,11,664.13
11825,503,3,9086.2
11826,500,2,6517.5599999999995
11827,203,15,1869.45
11828,437,3,148.01
11829,374,6,484.75
11830,516,4,11750.71
11831,505,3,9158.48
11832,294,4,303.78
11833,214,11,692.3100000000001
11834,502,3,9103.22
11835,408,7,18530.74
11836,434,2,77.33
11837,495,5,14318.699999999999
11838,306,6,409.8
11839,383,4,11833.6
11840,422,3,137.63
11841,236,13,952.5300000000001
11842,208,4,218.7
11843,479,5,304.73
11844,170,4,303.78
11845,203,11,609.47
11846,355,2,93.9
11847,227,4,303.78
11848,206,4,195.36
11849,170,5,789.98
11850,392,5,494.87
11851,207,2,93.9
11852,301,4,303.78
11853,375,3,143.59
11854,380,8,22571.53
11855,292,3,143.59
11856,181,5,378.89
11857,207,4,303.78
11858,353,2,93.9
11859,211,3,121.06
11860,230,2,77.33
11861,190,13,843.42
11862,250,5,509.07
11863,299,3,97.14
11864,389,3,97.14
11865,267,4,363.38
11866,429,2,47.45
11867,250,4,257.33
11868,195,11,687.89
11869,165,14,924.3100000000001
11870,164,5,954.8199999999999
11871,397,2,77.33
11872,370,5,14429.22
11873,389,5,14318.699999999999
11874,163,5,292.78
11875,154,11,805.3399999999999
11876,279,4,257.33
11877,184,2,47.45
11878,200,4,257.33
11879,240,5,448.41999999999996
11880,239,4,148.91
11881,195,7,939.92
11882,353,3,97.14
11883,228,4,178.79
11884,183,4,287.21
11885,511,3,9086.2
11886,378,4,11642.32
11887,368,4,257.33
11888,469,3,7879.62
11889,483,4,148.91
11890,360,6,445.08
11891,365,4,287.21
11892,343,5,14131.789999999999
11893,342,5,14341.91
11894,359,9,25157.52
11895,340,5,14280.0
11896,354,6,16864.43
11897,259,6,17104.379999999997
11898,342,6,16977.13
11899,357,7,19663.36
11900,354,7,19976.28
11901,233,7,19936.48
11902,183,6,147.87
11903,352,4,11653.42
11904,364,7,19690.98
11905,359,7,19528.46
11906,353,7,19579.2
11907,345,5,14222.06
11908,311,3,8927.33
11909,333,7,19560.34
11910,331,5,14308.76
11911,191,4,83.35
11912,220,6,16902.42
11913,186,4,53.62
11914,311,8,22475.55
11915,310,8,22154.08
11916,313,7,19653.0
11917,315,6,16722.09
11918,217,8,22371.59
11919,191,8,22349.850000000002
11920,201,7,19516.68
11921,219,5,129.81
11922,250,12,893.8399999999999
11923,172,2,47.45
11924,376,5,14203.779999999999
11925,376,5,14517.58
11926,377,3,97.14
11927,153,3,76.09
11928,199,3,97.14
11929,195,8,9893.77
11930,196,5,7539.11
11931,239,7,1013.5500000000001
11932,340,6,451.62
11933,368,3,9158.5
11934,385,5,14634.66
11935,389,1,38.67
11936,451,3,140.13
11937,363,4,11611.51
11938,172,2,47.45
11939,376,5,14555.18
11940,187,2,77.33
11941,240,5,316.99
11942,193,7,8193.02
11943,199,7,8852.69
11944,192,9,9922.96
11945,275,4,11685.46
11946,190,5,6416.99
11947,185,6,7334.05
11948,267,4,162.18
11949,279,2,77.33
11950,235,4,287.21
11951,230,8,287.06
11952,327,7,19621.47
11953,287,6,216.26999999999998
11954,377,4,11685.46
11955,367,3,9202.68
11956,394,2,6489.9400000000005
11957,173,6,302.46
11958,232,5,436.35
11959,232,4,381.71
11960,337,3,127.02
11961,265,3,121.06
11962,318,4,263.96999999999997
11963,311,5,14214.84
11964,325,6,17006.6
11965,211,6,309.34
11966,194,4,68.53
11967,327,6,16895.46
11968,317,3,8927.33
11969,318,6,17162.96
11970,282,4,287.21
11971,217,5,379.99
11972,190,6,216.27
11973,477,5,279.42999999999995
11974,207,6,376.04999999999995
11975,259,6,692.67
11976,309,6,16706.36
11977,319,8,22430.45
11978,229,3,127.02
11979,418,8,21276.800000000003
11980,214,5,449.57
11981,153,6,396.96
11982,271,5,307.7
11983,494,2,6489.9400000000005
11984,420,6,15758.72
11985,176,3,143.59
11986,307,11,30459.66
11987,232,8,970.3499999999999
11988,328,6,16675.55
11989,328,5,14254.98
11990,312,7,19550.68
11991,193,6,17046.94
11992,201,5,14194.88
11993,189,7,19406.2
11994,311,5,14324.18
11995,202,7,19831.46
11996,332,11,24081.81
11997,320,7,17038.48
11998,306,7,16822.22
11999,332,9,18725.8
12000,319,8,22345.31
12001,320,7,19325.28
12002,331,6,16876.59
12003,324,8,22654.19
12004,326,4,11639.06
12005,317,6,15574.619999999999
12006,336,6,395.53000000000003
12007,282,8,17188.44
12008,161,5,150.26
12009,321,7,19606.98
12010,328,8,22371.24
12011,197,6,7283.25
12012,322,4,125.88
12013,478,3,4972.42
12014,397,3,4972.42
12015,434,3,205.41
12016,394,4,11694.4
12017,467,3,7756.98
12018,279,6,17398.88
12019,278,3,248.54999999999998
12020,261,3,2666.79
12021,413,5,6601.1
12022,301,6,519.8
12023,270,3,9158.5
12024,317,4,258.48
12025,382,4,11685.46
12026,394,5,14555.18
12027,339,4,11694.4
12028,277,2,88.36
12029,332,4,242.96
12030,339,4,11883.310000000001
12031,236,1,850.28
12032,495,4,2718.12
12033,352,4,11813.71
12034,161,6,197.82
12035,412,6,248.78000000000003
12036,265,5,151.15
12037,294,8,20206.0
12038,155,5,243.83
12039,328,9,25059.07
12040,175,4,150.06
12041,364,6,17324.23
12042,353,4,11899.9
12043,199,4,324.78000000000003
12044,211,5,438.49
12045,240,3,135.85
12046,438,2,48.6
12047,256,2,48.6
12048,216,5,378.89
12049,233,6,593.16
12050,509,6,17465.13
12051,395,3,143.59
12052,506,4,11768.35
12053,516,5,14539.74
12054,195,11,966.85
12055,165,8,268.05
12056,178,11,797.4499999999999
12057,358,3,137.63
12058,512,4,11770.51
12059,493,4,11750.71
12060,370,5,13305.92
12061,274,10,433.77
12062,168,3,137.63
12063,229,2,93.9
12064,214,5,323.51
12065,455,4,195.36
12066,285,2,93.9
12067,339,5,378.89
12068,216,3,169.01
12069,488,4,11642.32
12070,186,2,93.9
12071,498,5,14539.74
12072,475,6,17064.28
12073,431,5,378.89
12074,247,13,1047.01
12075,340,3,9158.5
12076,472,2,6489.9400000000005
12077,163,9,557.22
12078,361,4,11899.9
12079,363,8,22749.47
12080,456,2,5204.52
12081,418,3,7846.469999999999
12082,462,4,11694.4
12083,485,3,9291.1
12084,346,6,17252.28
12085,310,5,449.57
12086,412,1,2535.96
12087,166,4,195.36
12088,156,6,625.18
12089,376,4,10409.16
12090,418,3,7793.43
12091,301,4,258.48
12092,392,4,150.06
12093,159,3,92.33000000000001
12094,340,6,17126.93
12095,331,4,168.84
12096,345,3,9086.2
12097,162,10,639.34
12098,201,4,258.48
12099,237,2,48.6
12100,286,4,409.32
12101,389,4,195.36
12102,487,4,11661.07
12103,466,6,17321.48
12104,479,3,9103.22
12105,483,3,9291.1
12106,261,7,310.88
12107,336,8,488.06
12108,357,5,14420.22
12109,352,4,11750.71
12110,338,4,11611.51
12111,280,4,381.15
12112,469,4,11750.71
12113,394,5,13331.96
12114,367,5,12999.199999999999
12115,374,3,143.59
12116,465,3,9158.48
12117,194,3,220.95999999999998
12118,337,8,22718.53
12119,237,4,272.73
12120,336,3,9103.24
12121,336,5,14420.22
12122,384,5,13374.83
12123,222,12,16150.98
12124,266,12,33126.81
12125,225,10,24616.43
12126,319,4,151.69
12127,232,1,38.66
12128,208,9,21553.12
12129,187,9,21831.75
12130,228,10,21902.04
12131,263,11,30741.16
12132,256,14,39412.27
12133,211,10,20793.489999999998
12134,264,5,253.42000000000002
12135,364,2,93.9
12136,158,10,671.06
12137,415,4,195.36
12138,303,5,503.61999999999995
12139,192,4,323.63
12140,244,10,340.55
12141,477,5,14566.14
12142,485,6,17031.28
12143,468,3,9291.1
12144,237,4,148.91
12145,181,5,561.14
12146,234,6,722.4
12147,229,13,1260.55
12148,182,4,257.33
12149,173,4,257.33
12150,299,2,47.45
12151,481,3,9074.48
12152,480,5,14382.779999999999
12153,483,5,14384.98
12154,342,5,13234.05
