PurchaseOrderID,PurchaseOrderDetailID,PurchaseLineNumber,LineTotal,OrderDate,DueDate,ProductID,UnitPrice,OrderQty,TaxAmt,Freight,SubTotal,ReceivedQty,RejectedQty,StockedQty,VendorID,TotalDue,PreferredVendorStatus,ActiveFlag,ModifiedDate,OrderDateKey_Purchase
18,40,4,3822,2006-01-15,2006-01-29,495,63.693,60,1311.4584,409.8308,16393.23,60,0,60,1692,18114.51,True,True,2006-01-24 00:00:00,20060115
18,41,5,2935,2006-01-15,2006-01-29,496,48.909,60,1311.4584,409.8308,16393.23,60,0,60,1692,18114.51,True,True,2006-01-24 00:00:00,20060115
19,42,1,11602,2006-01-15,2006-01-29,908,21.0945,550,6336.33,1980.1031,79204.125,550,0,550,1696,87520.55,True,True,2006-01-24 00:00:00,20060115
19,43,2,16742,2006-01-15,2006-01-29,909,30.4395,550,6336.33,1980.1031,79204.125,550,0,550,1696,87520.55,True,True,2006-01-24 00:00:00,20060115
19,44,3,22517,2006-01-15,2006-01-29,910,40.9395,550,6336.33,1980.1031,79204.125,550,0,550,1696,87520.55,True,True,2006-01-24 00:00:00,20060115
19,45,4,11602,2006-01-15,2006-01-29,911,21.0945,550,6336.33,1980.1031,79204.125,550,0,550,1696,87520.55,True,True,2006-01-24 00:00:00,20060115
19,46,5,16742,2006-01-15,2006-01-29,912,30.4395,550,6336.33,1980.1031,79204.125,550,0,550,1696,87520.55,True,True,2006-01-24 00:00:00,20060115
20,47,1,552,2006-01-15,2006-01-29,506,9.198,60,44.1504,13.797,551.88,60,0,60,1504,609.82,True,True,2006-01-24 00:00:00,20060115
21,48,1,3176,2006-01-15,2006-01-29,351,5.775,550,559.02,174.6938,6987.75,550,0,550,1544,7721.46,False,False,2006-01-24 00:00:00,20060115
21,49,2,635,2006-01-15,2006-01-29,352,1.155,550,559.02,174.6938,6987.75,550,0,550,1544,7721.46,False,False,2006-01-24 00:00:00,20060115
21,50,3,3176,2006-01-15,2006-01-29,679,5.775,550,559.02,174.6938,6987.75,550,27,523,1544,7721.46,False,False,2006-01-24 00:00:00,20060115
22,51,1,12867,2006-01-15,2006-01-29,507,23.394,550,2245.782,701.8069,28072.275,550,82,468,1530,31019.86,True,True,2006-01-24 00:00:00,20060115
22,52,2,15206,2006-01-15,2006-01-29,508,27.6465,550,2245.782,701.8069,28072.275,550,0,550,1530,31019.86,True,True,2006-01-24 00:00:00,20060115
23,53,1,751,2006-01-15,2006-01-29,355,1.365,550,2984.982,932.8069,37312.275,550,0,550,1508,41230.06,True,True,2006-01-24 00:00:00,20060115
23,54,2,34644,2006-01-15,2006-01-29,940,62.9895,550,2984.982,932.8069,37312.275,550,0,550,1508,41230.06,True,True,2006-01-24 00:00:00,20060115
23,55,3,1917,2006-01-15,2006-01-29,535,3.486,550,2984.982,932.8069,37312.275,550,0,550,1508,41230.06,True,True,2006-01-24 00:00:00,20060115
24,56,1,3407,2006-01-15,2006-01-29,351,6.195,550,337.26,105.3938,4215.75,550,550,0,1694,4658.4,True,True,2006-01-24 00:00:00,20060115
24,57,2,808,2006-01-15,2006-01-29,352,1.47,550,337.26,105.3938,4215.75,550,550,0,1694,4658.4,True,True,2006-01-24 00:00:00,20060115
25,58,1,12191,2006-01-15,2006-01-29,507,22.1655,550,2263.8,707.4375,28297.5,550,0,550,1624,31268.73,True,True,2006-01-24 00:00:00,20060115
25,59,2,16106,2006-01-15,2006-01-29,508,29.2845,550,2263.8,707.4375,28297.5,523,0,523,1624,31268.73,True,True,2006-01-24 00:00:00,20060115
26,60,1,60,2006-01-15,2006-01-29,491,19.9815,3,4.7956,1.4986,59.9445,3,0,3,1548,66.23,True,True,2006-01-24 00:00:00,20060115
27,61,1,124,2006-01-15,2006-01-29,341,41.1705,3,57.8088,18.0653,722.61,3,0,3,1598,798.48,True,True,2006-01-24 00:00:00,20060115
27,62,2,117,2006-01-15,2006-01-29,342,39.0705,3,57.8088,18.0653,722.61,3,0,3,1598,798.48,True,True,2006-01-24 00:00:00,20060115
27,63,3,130,2006-01-15,2006-01-29,343,43.344,3,57.8088,18.0653,722.61,3,0,3,1598,798.48,True,True,2006-01-24 00:00:00,20060115
27,64,4,117,2006-01-15,2006-01-29,344,39.0705,3,57.8088,18.0653,722.61,3,0,3,1598,798.48,True,True,2006-01-24 00:00:00,20060115
27,65,5,111,2006-01-15,2006-01-29,345,36.9705,3,57.8088,18.0653,722.61,3,0,3,1598,798.48,True,True,2006-01-24 00:00:00,20060115
27,66,6,124,2006-01-15,2006-01-29,346,41.244,3,57.8088,18.0653,722.61,3,0,3,1598,798.48,True,True,2006-01-24 00:00:00,20060115
28,67,1,17319,2006-01-15,2006-01-29,935,31.4895,550,3510.276,1096.9613,43878.45,550,0,550,1658,48485.68,True,True,2006-01-24 00:00:00,20060115
28,68,2,26559,2006-01-15,2006-01-29,936,48.2895,550,3510.276,1096.9613,43878.45,550,0,550,1658,48485.68,True,True,2006-01-24 00:00:00,20060115
29,69,1,130,2006-02-08,2006-02-22,375,43.344,3,47.4239,14.82,592.7985,3,0,3,1536,655.04,True,True,2006-02-17 00:00:00,20060208
29,70,2,117,2006-02-08,2006-02-22,376,39.0705,3,47.4239,14.82,592.7985,3,0,3,1536,655.04,True,True,2006-02-17 00:00:00,20060208
29,71,3,111,2006-02-08,2006-02-22,377,36.9705,3,47.4239,14.82,592.7985,3,0,3,1536,655.04,True,True,2006-02-17 00:00:00,20060208
29,72,4,124,2006-02-08,2006-02-22,378,41.244,3,47.4239,14.82,592.7985,3,0,3,1536,655.04,True,True,2006-02-17 00:00:00,20060208
29,73,5,111,2006-02-08,2006-02-22,379,36.9705,3,47.4239,14.82,592.7985,3,0,3,1536,655.04,True,True,2006-02-17 00:00:00,20060208
30,74,1,8738,2006-02-08,2006-02-22,476,15.8865,550,1700.16,531.3,21252,550,0,550,1568,23483.46,True,True,2006-02-17 00:00:00,20060208
30,75,2,6416,2006-02-08,2006-02-22,477,11.6655,550,1700.16,531.3,21252,550,55,495,1568,23483.46,True,True,2006-02-17 00:00:00,20060208
30,76,3,6098,2006-02-08,2006-02-22,478,11.088,550,1700.16,531.3,21252,550,0,550,1568,23483.46,True,True,2006-02-17 00:00:00,20060208
31,77,1,142,2006-02-08,2006-02-22,402,47.4705,3,11.3929,3.5603,142.4115,3,0,3,1648,157.36,True,True,2006-02-17 00:00:00,20060208
32,78,1,12693,2006-02-08,2006-02-22,510,23.079,550,2303.532,719.8538,28794.15,550,82,468,1646,31817.53,True,True,2006-02-17 00:00:00,20060208
32,79,2,16101,2006-02-08,2006-02-22,511,29.274,550,2303.532,719.8538,28794.15,550,0,550,1646,31817.53,True,True,2006-02-17 00:00:00,20060208
33,80,1,136,2006-02-16,2006-03-02,403,45.3705,3,33.6924,10.5289,421.155,3,0,3,1672,465.37,True,True,2006-02-25 00:00:00,20060216
33,81,2,149,2006-02-16,2006-03-02,404,49.644,3,33.6924,10.5289,421.155,3,0,3,1672,465.37,True,True,2006-02-25 00:00:00,20060216
33,82,3,136,2006-02-16,2006-03-02,405,45.3705,3,33.6924,10.5289,421.155,3,0,3,1672,465.37,True,True,2006-02-25 00:00:00,20060216
34,83,1,1276,2006-02-16,2006-03-02,525,2.3205,550,102.102,31.9069,1276.275,550,550,0,1600,1410.28,True,True,2006-02-25 00:00:00,20060216
35,84,1,2004,2006-02-16,2006-03-02,526,3.6435,550,160.314,50.0981,2003.925,550,0,550,1522,2214.33,True,True,2006-02-25 00:00:00,20060216
36,85,1,11602,2006-02-16,2006-03-02,908,21.0945,550,4068.834,1271.5106,50860.425,468,0,468,1570,56200.76,True,True,2006-02-25 00:00:00,20060216
36,86,2,16742,2006-02-16,2006-03-02,909,30.4395,550,4068.834,1271.5106,50860.425,550,0,550,1570,56200.76,True,True,2006-02-25 00:00:00,20060216
36,87,3,22517,2006-02-16,2006-03-02,913,40.9395,550,4068.834,1271.5106,50860.425,550,0,550,1570,56200.76,True,True,2006-02-25 00:00:00,20060216
37,88,1,216,2006-02-16,2006-03-02,356,3.6015,60,36.3888,11.3715,454.86,60,0,60,1516,502.62,False,False,2006-02-25 00:00:00,20060216
37,89,2,239,2006-02-16,2006-03-02,357,3.9795,60,36.3888,11.3715,454.86,60,0,60,1516,502.62,False,False,2006-02-25 00:00:00,20060216
38,90,1,17319,2006-02-16,2006-03-02,935,31.4895,550,3510.276,1096.9613,43878.45,550,0,550,1506,48485.68,True,True,2006-02-25 00:00:00,20060216
38,91,2,26559,2006-02-16,2006-03-02,936,48.2895,550,3510.276,1096.9613,43878.45,550,0,550,1506,48485.68,True,True,2006-02-25 00:00:00,20060216
39,92,1,7132,2006-02-16,2006-03-02,524,12.9675,550,570.57,178.3031,7132.125,550,0,550,1626,7880.99,True,True,2006-02-25 00:00:00,20060216
40,93,1,11602,2006-02-16,2006-03-02,911,21.0945,550,2267.496,708.5925,28343.7,550,0,550,1542,31319.78,True,True,2006-02-25 00:00:00,20060216
40,94,2,16742,2006-02-16,2006-03-02,912,30.4395,550,2267.496,708.5925,28343.7,550,55,495,1542,31319.78,True,True,2006-02-25 00:00:00,20060216
41,95,1,22517,2006-02-16,2006-03-02,910,40.9395,550,1801.338,562.9181,22516.725,550,0,550,1610,24880.98,True,True,2006-02-25 00:00:00,20060216
42,96,1,34644,2006-02-16,2006-03-02,937,62.9895,550,2771.538,866.1056,34644.225,550,82,468,1638,38281.86,True,True,2006-02-25 00:00:00,20060216
43,97,1,143,2006-02-16,2006-03-02,463,47.523,3,34.2342,10.6982,427.9275,3,0,3,1582,472.85,True,True,2006-02-25 00:00:00,20060216
43,98,2,136,2006-02-16,2006-03-02,464,45.423,3,34.2342,10.6982,427.9275,3,0,3,1582,472.85,True,True,2006-02-25 00:00:00,20060216
43,99,3,149,2006-02-16,2006-03-02,465,49.6965,3,34.2342,10.6982,427.9275,3,0,3,1582,472.85,True,True,2006-02-25 00:00:00,20060216
44,100,1,143,2006-02-16,2006-03-02,462,47.6805,3,11.4433,3.576,143.0415,3,3,0,1510,158.06,True,True,2006-02-25 00:00:00,20060216
45,101,1,12872,2006-02-16,2006-03-02,510,23.4045,550,2255.946,704.9831,28199.325,550,0,550,1526,31160.25,True,True,2006-02-25 00:00:00,20060216
45,102,2,15327,2006-02-16,2006-03-02,511,27.867,550,2255.946,704.9831,28199.325,523,0,523,1526,31160.25,True,True,2006-02-25 00:00:00,20060216
46,103,1,3713,2006-02-16,2006-03-02,527,6.7515,550,297.066,92.8331,3713.325,468,0,468,1644,4103.22,True,True,2006-02-25 00:00:00,20060216
47,104,1,17319,2006-02-16,2006-03-02,938,31.4895,550,5106.486,1595.7769,63831.075,550,0,550,1680,70533.33,True,True,2006-02-25 00:00:00,20060216
47,105,2,26559,2006-02-16,2006-03-02,939,48.2895,550,5106.486,1595.7769,63831.075,550,0,550,1680,70533.33,True,True,2006-02-25 00:00:00,20060216
47,106,3,19953,2006-02-16,2006-03-02,509,36.2775,550,5106.486,1595.7769,63831.075,550,0,550,1680,70533.33,True,True,2006-02-25 00:00:00,20060216
48,107,1,3045,2006-02-16,2006-03-02,492,50.7465,60,1307.2248,408.5078,16340.31,60,0,60,1584,18056.04,True,True,2006-02-25 00:00:00,20060216
48,108,2,3496,2006-02-16,2006-03-02,493,58.2645,60,1307.2248,408.5078,16340.31,60,0,60,1584,18056.04,True,True,2006-02-25 00:00:00,20060216
48,109,3,3045,2006-02-16,2006-03-02,494,50.7465,60,1307.2248,408.5078,16340.31,60,0,60,1584,18056.04,True,True,2006-02-25 00:00:00,20060216
48,110,4,3776,2006-02-16,2006-03-02,495,62.9265,60,1307.2248,408.5078,16340.31,60,0,60,1584,18056.04,True,True,2006-02-25 00:00:00,20060216
48,111,5,2979,2006-02-16,2006-03-02,496,49.6545,60,1307.2248,408.5078,16340.31,60,0,60,1584,18056.04,True,True,2006-02-25 00:00:00,20060216
49,112,1,5711,2006-02-20,2006-03-06,523,10.3845,550,456.918,142.7869,5711.475,550,0,550,1620,6311.17,True,True,2006-03-01 00:00:00,20060220
50,113,1,143,2006-02-20,2006-03-06,422,47.6805,3,34.3476,10.7336,429.345,3,0,3,1666,474.42,False,True,2006-03-01 00:00:00,20060220
50,114,2,137,2006-02-20,2006-03-06,423,45.5805,3,34.3476,10.7336,429.345,3,0,3,1666,474.42,False,True,2006-03-01 00:00:00,20060220
50,115,3,150,2006-02-20,2006-03-06,424,49.854,3,34.3476,10.7336,429.345,3,0,3,1666,474.42,False,True,2006-03-01 00:00:00,20060220
51,116,1,38,2006-02-20,2006-03-06,490,12.7155,3,7.8372,2.4491,97.965,3,0,3,1592,108.25,True,True,2006-03-01 00:00:00,20060220
51,117,2,60,2006-02-20,2006-03-06,491,19.9395,3,7.8372,2.4491,97.965,3,0,3,1592,108.25,True,True,2006-03-01 00:00:00,20060220
52,118,1,114,2006-02-20,2006-03-06,528,38.157,3,9.1577,2.8618,114.471,3,0,3,1618,126.49,True,True,2006-03-01 00:00:00,20060220
53,119,1,133,2006-02-24,2006-03-10,505,44.2155,3,10.6117,3.3162,132.6465,3,0,3,1612,146.57,True,True,2006-03-05 00:00:00,20060224
54,120,1,17319,2006-02-24,2006-03-10,938,31.4895,550,3510.276,1096.9613,43878.45,550,550,0,1586,48485.68,True,True,2006-03-05 00:00:00,20060224
54,121,2,26559,2006-02-24,2006-03-10,939,48.2895,550,3510.276,1096.9613,43878.45,550,550,0,1586,48485.68,True,True,2006-03-05 00:00:00,20060224
55,122,1,419,2006-02-24,2006-03-10,358,6.9825,60,33.516,10.4738,418.95,60,0,60,1500,462.93,True,True,2006-03-05 00:00:00,20060224
56,123,1,130,2006-02-24,2006-03-10,375,43.2705,3,42.0613,13.1442,525.7665,3,0,3,1656,580.97,False,True,2006-03-05 00:00:00,20060224
56,124,2,143,2006-02-24,2006-03-10,376,47.544,3,42.0613,13.1442,525.7665,3,0,3,1656,580.97,False,True,2006-03-05 00:00:00,20060224
56,125,3,130,2006-02-24,2006-03-10,377,43.2705,3,42.0613,13.1442,525.7665,3,0,3,1656,580.97,False,True,2006-03-05 00:00:00,20060224
56,126,4,124,2006-02-24,2006-03-10,378,41.1705,3,42.0613,13.1442,525.7665,3,0,3,1656,580.97,False,True,2006-03-05 00:00:00,20060224
57,127,1,203,2006-02-24,2006-03-10,356,3.381,60,36.9432,11.5448,461.79,60,0,60,1572,510.27,True,True,2006-03-05 00:00:00,20060224
57,128,2,259,2006-02-24,2006-03-10,357,4.3155,60,36.9432,11.5448,461.79,60,0,60,1572,510.27,True,True,2006-03-05 00:00:00,20060224
58,129,1,130,2006-02-24,2006-03-10,375,43.2705,3,50.4302,15.7595,630.378,3,0,3,1562,696.56,True,True,2006-03-05 00:00:00,20060224
58,130,2,124,2006-02-24,2006-03-10,376,41.1705,3,50.4302,15.7595,630.378,3,0,3,1562,696.56,True,True,2006-03-05 00:00:00,20060224
58,131,3,136,2006-02-24,2006-03-10,377,45.444,3,50.4302,15.7595,630.378,3,0,3,1562,696.56,True,True,2006-03-05 00:00:00,20060224
58,132,4,124,2006-02-24,2006-03-10,378,41.1705,3,50.4302,15.7595,630.378,3,0,3,1562,696.56,True,True,2006-03-05 00:00:00,20060224
58,133,5,117,2006-02-24,2006-03-10,379,39.0705,3,50.4302,15.7595,630.378,3,0,3,1562,696.56,True,True,2006-03-05 00:00:00,20060224
59,134,1,37,2006-02-24,2006-03-10,490,12.3585,3,2.966,0.9269,37.0755,3,0,3,1662,40.96,True,True,2006-03-05 00:00:00,20060224
60,135,1,21558,2006-02-24,2006-03-10,513,39.1965,550,1724.646,538.9519,21558.075,550,0,550,1682,23821.67,True,True,2006-03-05 00:00:00,20060224
61,136,1,136,2006-02-24,2006-03-10,403,45.444,3,40.567,12.6772,507.087,3,0,3,1686,560.33,False,True,2006-03-05 00:00:00,20060224
61,137,2,124,2006-02-24,2006-03-10,404,41.1705,3,40.567,12.6772,507.087,3,0,3,1686,560.33,False,True,2006-03-05 00:00:00,20060224
61,138,3,117,2006-02-24,2006-03-10,405,39.0705,3,40.567,12.6772,507.087,3,0,3,1686,560.33,False,True,2006-03-05 00:00:00,20060224
61,139,4,130,2006-02-24,2006-03-10,406,43.344,3,40.567,12.6772,507.087,3,0,3,1686,560.33,False,True,2006-03-05 00:00:00,20060224
62,140,1,19179,2006-02-24,2006-03-10,931,34.8705,550,3283.896,1026.2175,41048.7,550,82,468,1684,45358.81,True,True,2006-03-05 00:00:00,20060224
62,141,2,21870,2006-02-24,2006-03-10,932,39.7635,550,3283.896,1026.2175,41048.7,550,0,550,1684,45358.81,True,True,2006-03-05 00:00:00,20060224
63,142,1,143,2006-02-24,2006-03-10,422,47.6805,3,34.3476,10.7336,429.345,3,0,3,1534,474.42,True,True,2006-03-05 00:00:00,20060224
63,143,2,137,2006-02-24,2006-03-10,423,45.5805,3,34.3476,10.7336,429.345,3,0,3,1534,474.42,True,True,2006-03-05 00:00:00,20060224
63,144,3,150,2006-02-24,2006-03-10,424,49.854,3,34.3476,10.7336,429.345,3,0,3,1534,474.42,True,True,2006-03-05 00:00:00,20060224
64,145,1,143,2006-02-24,2006-03-10,341,47.5755,3,22.3322,6.9788,279.153,3,3,0,1614,308.46,False,False,2006-03-05 00:00:00,20060224
64,146,2,136,2006-02-24,2006-03-10,342,45.4755,3,22.3322,6.9788,279.153,3,3,0,1614,308.46,False,False,2006-03-05 00:00:00,20060224
65,147,1,18890,2006-02-24,2006-03-10,931,34.3455,550,3237.696,1011.78,40471.2,550,0,550,1588,44720.67,True,True,2006-03-05 00:00:00,20060224
65,148,2,21581,2006-02-24,2006-03-10,932,39.2385,550,3237.696,1011.78,40471.2,523,0,523,1588,44720.67,True,True,2006-03-05 00:00:00,20060224
66,149,1,142,2006-02-24,2006-03-10,341,47.4705,3,45.0853,14.0892,563.5665,3,0,3,1622,622.74,True,True,2006-03-05 00:00:00,20060224
66,150,2,136,2006-02-24,2006-03-10,342,45.3705,3,45.0853,14.0892,563.5665,3,0,3,1622,622.74,True,True,2006-03-05 00:00:00,20060224
66,151,3,149,2006-02-24,2006-03-10,343,49.644,3,45.0853,14.0892,563.5665,3,0,3,1622,622.74,True,True,2006-03-05 00:00:00,20060224
66,152,4,136,2006-02-24,2006-03-10,344,45.3705,3,45.0853,14.0892,563.5665,3,0,3,1622,622.74,True,True,2006-03-05 00:00:00,20060224
67,153,1,18024,2006-02-24,2006-03-10,928,32.7705,550,4967.424,1552.32,62092.8,550,0,550,1632,68612.54,True,True,2006-03-05 00:00:00,20060224
67,154,2,20397,2006-02-24,2006-03-10,929,37.086,550,4967.424,1552.32,62092.8,550,0,550,1632,68612.54,True,True,2006-03-05 00:00:00,20060224
67,155,3,23672,2006-02-24,2006-03-10,930,43.0395,550,4967.424,1552.32,62092.8,550,0,550,1632,68612.54,True,True,2006-03-05 00:00:00,20060224
68,156,1,5948,2006-02-24,2006-03-10,332,10.815,550,475.86,148.7063,5948.25,550,0,550,1608,6572.81,True,True,2006-03-05 00:00:00,20060224
69,157,1,45559,2006-02-25,2006-03-11,948,82.8345,550,7289.436,2277.9488,91117.95,550,0,550,1576,100685.33,True,True,2006-03-06 00:00:00,20060225
69,158,2,45559,2006-02-25,2006-03-11,907,82.8345,550,7289.436,2277.9488,91117.95,550,0,550,1576,100685.33,True,True,2006-03-06 00:00:00,20060225
70,159,1,262,2006-02-25,2006-03-11,325,0.21,1250,42,13.125,525,1250,0,1250,1590,580.12,True,True,2006-03-06 00:00:00,20060225
70,160,2,262,2006-02-25,2006-03-11,326,0.21,1250,42,13.125,525,1250,125,1125,1590,580.12,True,True,2006-03-06 00:00:00,20060225
71,161,1,149,2006-02-25,2006-03-11,320,49.644,3,160.2947,50.0921,2003.6835,3,0,3,1514,2214.07,True,True,2006-03-06 00:00:00,20060225
71,162,2,133,2006-02-25,2006-03-11,321,44.3205,3,160.2947,50.0921,2003.6835,3,0,3,1514,2214.07,True,True,2006-03-06 00:00:00,20060225
71,163,3,1722,2006-02-25,2006-03-11,322,28.6965,60,160.2947,50.0921,2003.6835,60,3,57,1514,2214.07,True,True,2006-03-06 00:00:00,20060225
72,164,1,23383,2006-02-25,2006-03-11,930,42.5145,550,2116.422,661.3819,26455.275,550,82,468,1498,29233.07,True,True,2006-03-06 00:00:00,20060225
72,165,2,3072,2006-02-25,2006-03-11,921,5.586,550,2116.422,661.3819,26455.275,550,0,550,1498,29233.07,True,True,2006-03-06 00:00:00,20060225
73,166,1,944,2006-03-12,2006-03-26,952,15.7395,60,75.5496,23.6093,944.37,60,0,60,1674,1043.52,True,True,2006-03-21 00:00:00,20060312
74,167,1,23903,2006-03-12,2006-03-26,933,43.4595,550,3567.564,1114.8638,44594.55,550,550,0,1652,49276.97,True,True,2006-03-21 00:00:00,20060312
74,168,2,20692,2006-03-12,2006-03-26,934,37.6215,550,3567.564,1114.8638,44594.55,550,550,0,1652,49276.97,True,True,2006-03-21 00:00:00,20060312
75,169,1,16268,2006-03-12,2006-03-26,317,29.5785,550,5027.484,1571.0888,62843.55,550,0,550,1578,69442.12,False,True,2006-03-21 00:00:00,20060312
75,170,2,19854,2006-03-12,2006-03-26,318,36.099,550,5027.484,1571.0888,62843.55,523,0,523,1578,69442.12,False,True,2006-03-21 00:00:00,20060312
