CustomerSurrogateKey,CustomerID,PersonID,ResellerID,TerritoryID,rowguid,ModifiedDate
18,18,,1332,3,{C04D6B4D-94C6-4C5C-A44C-B449C0AC1B45},2008-10-13 11:15:07.263000000
19,19,,430,1,{69AE5D43-31BE-4B76-BFBB-5A23C4788BBC},2008-10-13 11:15:07.263000000
20,20,,1016,1,{E010C10A-F1C3-4BBA-81CA-A7E083350400},2008-10-13 11:15:07.263000000
21,21,,1334,4,{564E0B42-4609-43DE-9881-914DA433D82D},2008-10-13 11:15:07.263000000
22,22,,494,3,{9774AED6-D673-412D-B481-2573E470B478},2008-10-13 11:15:07.263000000
23,23,,1014,4,{733F8250-3251-4C2A-8C85-C285BB76B7B4},2008-10-13 11:15:07.263000000
24,24,,1336,4,{C111E51D-178D-4DBD-A6FF-F1CCBF4B1AAD},2008-10-13 11:15:07.263000000
25,25,,492,4,{31D03546-FB2A-4488-890E-4709A659E3F0},2008-10-13 11:15:07.263000000
26,26,,1012,5,{FD4898DE-D128-4719-8C74-9F77605AAC4A},2008-10-13 11:15:07.263000000
27,27,,1338,5,{CACA5149-D799-473B-847F-83F3613D3D1F},2008-10-13 11:15:07.263000000
28,28,,490,6,{9B8A04A4-D909-4F49-B1C5-3DE317D69B2A},2008-10-13 11:15:07.263000000
29,29,,1010,6,{ECA7C8FA-490B-4B97-9C32-043C90F789E8},2008-10-13 11:15:07.263000000
30,30,,1340,6,{2B15DFB1-831E-49E7-B337-395798B129E7},2008-10-13 11:15:07.263000000
31,31,,942,7,{EFFA209A-A110-4F94-887D-E50E44FB06EA},2008-10-13 11:15:07.263000000
32,32,,1008,8,{B9A28813-542A-4FBF-AE79-BAD64A5E133B},2008-10-13 11:15:07.263000000
33,33,,1342,9,{E6D92B96-FA82-41C0-8945-66A8A5EC017B},2008-10-13 11:15:07.263000000
34,34,,940,10,{9EDDA794-7862-4FF4-B8E2-528847CAB2BD},2008-10-13 11:15:07.263000000
35,35,,1006,2,{8D74B6B9-6C96-44A5-BEC4-0E9736D191BE},2008-10-13 11:15:07.263000000
36,36,,1344,2,{53C0491D-8AE8-4B16-A830-2078FDDF46AD},2008-10-13 11:15:07.263000000
37,37,,938,1,{C6EBB29A-CC67-459C-90E3-339E0F912906},2008-10-13 11:15:07.263000000
38,38,,1004,1,{E5EDA3F3-4EF1-4806-BD36-E61F3CB2E044},2008-10-13 11:15:07.263000000
39,39,,1346,3,{6808B1ED-3C9A-401D-B284-9AC31166D9EB},2008-10-13 11:15:07.263000000
40,40,,936,4,{AA5E28F6-16C8-4D80-894E-17531F2CF972},2008-10-13 11:15:07.263000000
41,41,,1002,4,{E1BA20ED-DA19-4392-A8A8-C2E670438FFB},2008-10-13 11:15:07.263000000
42,42,,1348,4,{64ACD300-337D-4D39-A2C4-FD5972611934},2008-10-13 11:15:07.263000000
43,43,,1290,1,{9E449D3E-5D79-4F65-A4F1-10DD3B0E0766},2008-10-13 11:15:07.263000000
44,44,,1000,5,{FB4B073C-6B38-4233-83FE-4236558F4754},2008-10-13 11:15:07.263000000
45,45,,1350,5,{B50043ED-C66B-4130-BEBC-07D413043991},2008-10-13 11:15:07.263000000
46,46,,1288,6,{21849ECF-88C2-4574-89D5-397B84DF1D0F},2008-10-13 11:15:07.263000000
47,47,,998,6,{0D9ABE85-D952-432D-831A-8BEB7F4E49D0},2008-10-13 11:15:07.263000000
48,48,,1352,6,{E656589A-198F-454F-B02F-9CE324457BDF},2008-10-13 11:15:07.263000000
49,49,,1286,7,{F3DFA401-85C6-4118-B5C5-6554310A1192},2008-10-13 11:15:07.263000000
50,50,,996,8,{0A3E846A-2DCC-4B6E-8AB3-968B5AB859F4},2008-10-13 11:15:07.263000000
51,51,,1354,9,{E4C69E3E-BE4B-4DCD-B2F0-1237B391BC44},2008-10-13 11:15:07.263000000
52,52,,1284,10,{8FB34B30-B19D-4AEC-B02E-F1BE942800E5},2008-10-13 11:15:07.263000000
53,53,,994,2,{81D3B740-DCF1-4F23-A5E3-D81353280016},2008-10-13 11:15:07.263000000
54,54,,1356,2,{123B3EBF-4EB0-442A-8482-A4E001CCCF89},2008-10-13 11:15:07.263000000
55,55,,1282,1,{F5D3997B-AD06-46A0-94AF-A4460F4BE471},2008-10-13 11:15:07.263000000
56,56,,992,1,{570B1682-9BB1-4359-984D-8F728E3D6973},2008-10-13 11:15:07.263000000
57,57,,1358,3,{7FF17923-E670-4F42-87A3-A6D1AF18EA05},2008-10-13 11:15:07.263000000
58,58,,1280,3,{E324FEE8-1EE7-4B96-854E-CFDA7B0CBBC8},2008-10-13 11:15:07.263000000
59,59,,990,4,{60708606-604C-44BE-90E1-3A0925B8060E},2008-10-13 11:15:07.263000000
60,60,,1360,4,{A029F31E-433B-4FA4-B442-B291D16A1B9F},2008-10-13 11:15:07.263000000
61,61,,1278,4,{CCC53B43-66A6-47F6-A38E-5DD7CFAFEAA6},2008-10-13 11:15:07.263000000
62,62,,988,5,{359BB644-407D-4C24-AB98-E637AEE7C81E},2008-10-13 11:15:07.263000000
63,63,,1362,5,{76E2E4C3-B1BA-4CB2-B410-A4D48BA886E5},2008-10-13 11:15:07.263000000
64,64,,1276,6,{E6B6F92D-4AC6-4BC7-BF6B-2F3C67498DE7},2008-10-13 11:15:07.263000000
65,65,,986,6,{7E082443-8AF6-4BB6-A0F5-1586271D1F2C},2008-10-13 11:15:07.263000000
66,66,,782,6,{E91E0048-9A25-489B-96C1-D726DA68FB7C},2008-10-13 11:15:07.263000000
67,67,,1274,7,{51CE3843-FC98-453E-8CF1-7EA145235D0F},2008-10-13 11:15:07.263000000
68,68,,532,8,{2138DEF5-80EB-4D95-B340-706BCD60ADDA},2008-10-13 11:15:07.263000000
69,69,,784,9,{64841B37-3A25-416A-A129-E9AAA2EFF4CD},2008-10-13 11:15:07.263000000
70,70,,1272,10,{89E10B04-064E-4313-8203-91FA98A01B11},2008-10-13 11:15:07.263000000
71,71,,530,2,{91CC8AC7-27E5-437C-B940-DB47692754D3},2008-10-13 11:15:07.263000000
72,72,,786,2,{0DA3081D-FDC7-4005-B77D-E5AFD8C15DE6},2008-10-13 11:15:07.263000000
73,73,,1270,1,{9D5C135E-BD60-46E0-B371-843391637827},2008-10-13 11:15:07.263000000
74,74,,528,1,{73485E57-076D-4B10-BB48-6043DD873582},2008-10-13 11:15:07.263000000
75,75,,788,4,{55CFED0E-1A7B-409C-9AFF-297065965870},2008-10-13 11:15:07.263000000
76,76,,1268,3,{5227D299-B05E-4D6C-A1C9-DA63154869BA},2008-10-13 11:15:07.263000000
77,77,,556,4,{B3F9113C-8FCE-47E1-9F04-38A0C68917C6},2008-10-13 11:15:07.263000000
78,78,,790,4,{8C8083AB-7943-44FA-B1AD-8E3ABD5D66EE},2008-10-13 11:15:07.263000000
79,79,,1266,3,{010D8AA6-CEBA-4097-9E67-3B2A9674FD5F},2008-10-13 11:15:07.263000000
80,80,,554,5,{98DCB8C4-E7C0-43E7-B429-2CB4D8A8D90D},2008-10-13 11:15:07.263000000
81,81,,792,5,{E25E3769-CADC-4DA6-9120-09C3B2205475},2008-10-13 11:15:07.263000000
82,82,,1264,6,{92618ECE-2254-4852-B3B3-46ED2E0E3E1A},2008-10-13 11:15:07.263000000
83,83,,552,6,{8E01F170-64D3-4B74-82E1-D1691AE9F37C},2008-10-13 11:15:07.263000000
84,84,,794,6,{45A614CE-3137-4A12-8296-24048C18F320},2008-10-13 11:15:07.263000000
85,85,,1262,7,{B44000F5-901B-4134-979D-F9A9BEA5A598},2008-10-13 11:15:07.263000000
86,86,,636,8,{2A8B2702-4644-4002-90E4-99A8ADBA5261},2008-10-13 11:15:07.263000000
87,87,,796,9,{07FB8B21-FB06-49F8-8CD5-9956273CD78A},2008-10-13 11:15:07.263000000
88,88,,1260,10,{11FEDA31-15B6-4F08-9357-355371D4D928},2008-10-13 11:15:07.263000000
89,89,,634,2,{A34FE994-1098-439F-A042-EE670BF2FA33},2008-10-13 11:15:07.263000000
90,90,,798,5,{6FC7D1F9-11E6-4574-90B3-7AA6FFC1EBD9},2008-10-13 11:15:07.263000000
91,91,,1258,1,{9F314FC3-9644-4412-A90A-5483F75F665B},2008-10-13 11:15:07.263000000
92,92,,632,1,{672412C3-5D5D-488B-B176-E3DAFAD05D70},2008-10-13 11:15:07.263000000
93,93,,800,4,{249B42C2-8EAE-49F1-A560-A90837748654},2008-10-13 11:15:07.263000000
94,94,,1256,4,{65BE08DA-DFB7-4BC8-AA5C-FAD98B82524E},2008-10-13 11:15:07.263000000
95,95,,630,4,{EA0BC621-9466-4F04-BBFF-3B361C6F9057},2008-10-13 11:15:07.263000000
96,96,,1308,4,{BAC5B4DA-00B0-4BF1-816A-1E39F676BF9B},2008-10-13 11:15:07.263000000
97,97,,1254,4,{355EB5D8-6B4C-4FFF-B12B-40F89CA4E31D},2008-10-13 11:15:07.263000000
98,98,,734,5,{7D37485D-A4CF-4C08-8D3C-364DEEC7C841},2008-10-13 11:15:07.263000000
99,99,,1310,5,{8583A63E-3459-44C7-8736-A92E0A7135F2},2008-10-13 11:15:07.263000000
100,100,,1252,6,{E789F6DD-3159-4DDC-81A8-8571C571656E},2008-10-13 11:15:07.263000000
101,101,,732,6,{67AD4F37-2467-4438-A749-D947BEEC3A92},2008-10-13 11:15:07.263000000
102,102,,1312,6,{959CF74B-1004-43F5-9AB7-4CDD482C847D},2008-10-13 11:15:07.263000000
103,103,,1894,7,{22390E6F-AC5F-4DED-8EE5-91C1302C7FA2},2008-10-13 11:15:07.263000000
104,104,,730,8,{FFBE0510-53BE-46D9-9406-63AFEE95DE3A},2008-10-13 11:15:07.263000000
105,105,,1314,9,{F9387EA3-EF35-49B2-B535-E02368D2C0FD},2008-10-13 11:15:07.263000000
106,106,,1892,10,{AAFBF7D5-8759-4962-9DEB-77C6E22875F4},2008-10-13 11:15:07.263000000
107,107,,728,2,{9522CA57-0246-496A-AE49-D9821CD67817},2008-10-13 11:15:07.263000000
108,108,,1316,2,{D1E756E0-A0D1-43D6-A7CB-AC5C5EF404E7},2008-10-13 11:15:07.263000000
109,109,,1890,1,{7585790B-6034-4520-A383-9FA1E8B3E76E},2008-10-13 11:15:07.263000000
110,110,,1888,1,{82C2F3F0-63B8-46CC-AEDC-3A856956EF04},2008-10-13 11:15:07.263000000
111,111,,726,3,{0122151A-9140-4663-A3EB-A442D88BC1BB},2008-10-13 11:15:07.263000000
112,112,,1318,4,{5035E4D6-3758-4FA6-A462-2E2ECF52E6F0},2008-10-13 11:15:07.263000000
113,113,,1886,4,{8A84966C-5D38-41CA-990F-AD107558A6B8},2008-10-13 11:15:07.263000000
114,114,,724,4,{BCC5AE61-8214-44A1-A43C-FBD65C3745AE},2008-10-13 11:15:07.263000000
115,115,,1320,1,{080F7047-8396-4CEC-AB43-56CF41DE4E00},2008-10-13 11:15:07.263000000
116,116,,1884,5,{061C4697-F808-4C31-823E-5E8E60EFE0AA},2008-10-13 11:15:07.263000000
117,117,,722,5,{18406109-F4AC-4F30-A96F-4E056996DE56},2008-10-13 11:15:07.263000000
118,118,,1322,6,{5FEAFBD2-4A43-4641-8E94-B3059B2A882E},2008-10-13 11:15:07.263000000
119,119,,1882,6,{D13245EF-8267-4CB4-87C9-C23155D33E93},2008-10-13 11:15:07.263000000
120,120,,720,6,{25863C18-4C9A-4BC9-BE0D-95F4CF67BF7D},2008-10-13 11:15:07.263000000
121,121,,1324,7,{7472FF87-0FBC-4D1F-B599-D47B51B41CF0},2008-10-13 11:15:07.263000000
122,122,,1880,8,{094EB96D-D265-474D-869E-D9BACE4745A7},2008-10-13 11:15:07.263000000
123,123,,718,9,{BC0A8115-7E8F-4FAA-947F-FD315C30250D},2008-10-13 11:15:07.263000000
124,124,,1326,10,{2F614C31-ABAE-42D0-820B-193F0DDC811E},2008-10-13 11:15:07.263000000
125,125,,1878,2,{69AF6E37-EAD1-4FBD-82F0-61CE3B35F943},2008-10-13 11:15:07.263000000
126,126,,716,2,{B03EFE01-3333-4805-9913-99323C143526},2008-10-13 11:15:07.263000000
127,127,,1328,1,{EF55103F-ACC7-4BFD-89B1-20A04845E706},2008-10-13 11:15:07.263000000
128,128,,1876,1,{03F73E74-8DE5-421E-B5AF-04B259268DD6},2008-10-13 11:15:07.263000000
129,129,,714,3,{E03DB34C-BF17-407D-9423-FA22DBFDD292},2008-10-13 11:15:07.263000000
130,130,,1330,4,{606ECDC2-6443-4E4B-897F-32D4C17AB894},2008-10-13 11:15:07.263000000
131,131,,1874,4,{ED0DF7CC-6234-4D60-8B81-315C019F5356},2008-10-13 11:15:07.263000000
132,132,,712,3,{7649E8AF-3DAB-43AA-B7DF-9776F84DFB71},2008-10-13 11:15:07.263000000
133,133,,978,4,{4F61574B-8353-42EC-825C-87896E6E16A4},2008-10-13 11:15:07.263000000
134,134,,1872,5,{FD0D8467-48D9-42B8-A4E6-DABC96F58925},2008-10-13 11:15:07.263000000
135,135,,710,5,{DFFD552F-30E0-488A-AC07-83C9A7B075C7},2008-10-13 11:15:07.263000000
136,136,,980,6,{84CD4767-F142-4D9D-9033-AD3ADE34BF74},2008-10-13 11:15:07.263000000
137,137,,418,6,{D6A1AEE7-25EF-4417-AB10-65BC21661864},2008-10-13 11:15:07.263000000
138,138,,708,6,{91B9EF4B-2FA8-4936-AC71-1FA1B3624D12},2008-10-13 11:15:07.263000000
139,139,,982,7,{23A1A3E2-16F0-40AA-87D4-F4AE97D12581},2008-10-13 11:15:07.263000000
140,140,,416,8,{01CD7E33-EDD0-46A9-8505-F3E85D9F21F4},2008-10-13 11:15:07.263000000
141,141,,706,9,{E0B29CC8-066D-4F7F-98C3-0F5136BB85D9},2008-10-13 11:15:07.263000000
142,142,,984,10,{B821D13F-E9DB-4A3B-87D0-7E867A161575},2008-10-13 11:15:07.263000000
143,143,,520,2,{95E93EFE-78E9-470C-B4A7-4DD6A5D0F14B},2008-10-13 11:15:07.263000000
144,144,,704,2,{53C1A4AC-2DE2-4AB5-808F-523BE758AD29},2008-10-13 11:15:07.263000000
145,145,,522,1,{FEC5609D-042B-4480-B1BA-55F2D4107327},2008-10-13 11:15:07.263000000
146,146,,518,1,{5475E9DD-98CA-4989-B7A2-3FC929BEEA12},2008-10-13 11:15:07.263000000
147,147,,702,3,{03836A0B-7AD8-4115-8D23-6EFA0D8DEEA1},2008-10-13 11:15:07.263000000
148,148,,524,3,{79355855-A002-4393-BB6E-36F90913FA4D},2008-10-13 11:15:07.263000000
149,149,,516,3,{BAA99D94-2FC2-4A1C-8B67-2C3210EB90C3},2008-10-13 11:15:07.263000000
150,150,,700,4,{285C5DD7-75D6-460D-97BA-AA86D86637C0},2008-10-13 11:15:07.263000000
151,151,,526,4,{7F2891F7-DD88-470B-95AE-CC9A7D732B1F},2008-10-13 11:15:07.263000000
152,152,,650,5,{E07B697E-74C1-4F52-818F-32531696F7AB},2008-10-13 11:15:07.263000000
153,153,,514,5,{10C2DA66-32A2-4C63-998F-9B18CDD6E3B0},2008-10-13 11:15:07.263000000
154,154,,626,6,{4F60F75E-B20A-4056-874C-B7F3BD33BF3F},2008-10-13 11:15:07.263000000
155,155,,648,6,{3B56CD66-5DDF-430C-AB41-3FF6A1836868},2008-10-13 11:15:07.263000000
156,156,,512,6,{CFFFAAFB-98DC-4392-84F9-FB3229F35265},2008-10-13 11:15:07.263000000
157,157,,628,7,{DA4968B5-6BA0-4478-BBDC-3A00E9A1B59E},2008-10-13 11:15:07.263000000
158,158,,646,8,{C48CFB9B-45A2-4DC2-B932-BA8C2572E833},2008-10-13 11:15:07.263000000
159,159,,456,9,{EB0F31C8-C2CF-46CD-8F92-C4059190A9C6},2008-10-13 11:15:07.263000000
160,160,,658,10,{B42D510D-3AE4-4911-88CF-8D90D6BD0922},2008-10-13 11:15:07.263000000
161,161,,820,2,{5A1817B3-6C90-4C17-ADF8-B30A06F92141},2008-10-13 11:15:07.263000000
162,162,,454,2,{F4D0EE10-E276-4A3D-8D3B-E1904195F1B8},2008-10-13 11:15:07.263000000
163,163,,660,1,{989F9F3A-7CB8-4083-8CDA-291C682BE73C},2008-10-13 11:15:07.263000000
164,164,,818,1,{5A323ACA-74A2-4CA0-AA3B-E1AE299AAD08},2008-10-13 11:15:07.263000000
165,165,,506,4,{3CDBD3EA-DA78-4F9A-8EEC-8DA4C050C817},2008-10-13 11:15:07.263000000
166,166,,662,4,{F644D9DC-4CED-49E8-8587-CE859E466DFA},2008-10-13 11:15:07.263000000
167,167,,816,4,{515D4A13-4E60-4D0C-8F22-BB89A9D312AD},2008-10-13 11:15:07.263000000
168,168,,504,4,{FCE18386-F492-4D4A-A6D2-FB7EF20C57FC},2008-10-13 11:15:07.263000000
169,169,,804,1,{2D6BBC35-BC19-4CB4-A61B-46899D3A4237},2008-10-13 11:15:07.263000000
170,170,,814,5,{1F8334E8-3DDC-4530-A1D2-E0BAB826476E},2008-10-13 11:15:07.263000000
171,171,,502,5,{3C40E926-090D-4A7A-9E9D-D9222AE910C5},2008-10-13 11:15:07.263000000
172,172,,806,6,{324C671D-DD10-4EE2-857A-767917ACC2A3},2008-10-13 11:15:07.263000000
173,173,,812,6,{FDC12E98-898B-4C22-972F-F0EBFBFCB7B0},2008-10-13 11:15:07.263000000
174,174,,500,6,{9C4DDEFA-AABD-4A51-AB90-998985FB7D2F},2008-10-13 11:15:07.263000000
175,175,,808,7,{66F2342A-7CC4-4F5F-A218-8791B21A9173},2008-10-13 11:15:07.263000000
176,176,,446,8,{10219F9C-BEF1-4CAC-A435-D75342C43153},2008-10-13 11:15:07.263000000
177,177,,688,9,{6ABC1437-87FF-49FE-8B91-9EEEEB4143D4},2008-10-13 11:15:07.263000000
178,178,,810,10,{05B8FB77-FC67-4279-AEBD-4162D21B9A11},2008-10-13 11:15:07.263000000
179,179,,444,2,{F7F8B200-1294-4419-9DAC-8194231AC9B7},2008-10-13 11:15:07.263000000
180,180,,686,3,{F7CFF29E-F164-424E-B005-BF8CF317AF27},2008-10-13 11:15:07.263000000
181,181,,1292,1,{3D3D4CD0-7F5D-4BD9-A589-08881095BC5A},2008-10-13 11:15:07.263000000
182,182,,442,1,{D3DA2FF4-51C0-4FCB-A936-1B910458D752},2008-10-13 11:15:07.263000000
183,183,,684,3,{B2051957-B411-44E1-BCA5-63FECB5368F2},2008-10-13 11:15:07.263000000
184,184,,1294,4,{A65C523A-498D-4314-A727-D17A8B2779F6},2008-10-13 11:15:07.263000000
185,185,,1196,4,{5014E91D-7B0E-495A-B429-FF915BE9D2FD},2008-10-13 11:15:07.263000000
186,186,,682,4,{48D3E26E-C051-4B24-A37F-A88F5294F25F},2008-10-13 11:15:07.263000000
187,187,,1296,4,{3329CE97-BB9F-4C36-9197-A6EEE803BD94},2008-10-13 11:15:07.263000000
188,188,,1194,5,{2AF36044-25F9-476C-961D-A8EFD29E2C4F},2008-10-13 11:15:07.263000000
189,189,,680,5,{3ED50D2B-A57B-4238-BB31-2F96996DB362},2008-10-13 11:15:07.263000000
190,190,,1298,6,{91154406-0118-4A11-BB1B-366EDFB5C97A},2008-10-13 11:15:07.263000000
191,191,,1192,6,{A2F63E12-1C66-41C2-AAC0-57D87F1861D9},2008-10-13 11:15:07.263000000
192,192,,678,6,{84401968-8977-4380-9B4E-D5149C8126C0},2008-10-13 11:15:07.263000000
193,193,,1300,7,{74CB0417-1626-4586-A8C8-6F0331B08C50},2008-10-13 11:15:07.263000000
194,194,,1190,8,{3941081B-24ED-44F1-8009-CD17693423A0},2008-10-13 11:15:07.263000000
195,195,,676,9,{CD4CC2C3-9FB4-4DAB-95CC-A054B1171786},2008-10-13 11:15:07.263000000
196,196,,1302,10,{5F0EB2D3-4691-4F71-8E9B-A3EACFA4A1D5},2008-10-13 11:15:07.263000000
197,197,,1188,3,{47B64828-BC4C-4940-AA23-92006BF0D7F1},2008-10-13 11:15:07.263000000
198,198,,452,3,{B17DE285-DF9A-487B-8773-75844A101CD0},2008-10-13 11:15:07.263000000
199,199,,1304,1,{F0CD52D1-B838-451E-B015-5414AB7D9154},2008-10-13 11:15:07.263000000
200,200,,1186,1,{7C96C878-A038-4B2F-825F-016C922D6407},2008-10-13 11:15:07.263000000
201,201,,450,4,{FF8EB66D-37D8-46FB-B6E2-30A1FAC37947},2008-10-13 11:15:07.263000000
202,202,,1306,4,{E50D76BB-E3F7-419F-A6D2-20061538FCEA},2008-10-13 11:15:07.263000000
203,203,,1184,4,{B05AAA08-ABC9-41E1-B113-65347A2EE406},2008-10-13 11:15:07.263000000
204,204,,448,4,{C807870F-FA5D-44CB-B373-47ECAC52C1D8},2008-10-13 11:15:07.263000000
205,205,,1404,4,{9DB0BD27-5CE6-4F6D-8C90-A85422B86060},2008-10-13 11:15:07.263000000
206,206,,1182,5,{F0B3A736-DD1D-4412-AF94-083990D01965},2008-10-13 11:15:07.263000000
207,207,,414,5,{CA07B43C-6FB2-4160-B1AC-FAAEA2A1CCF1},2008-10-13 11:15:07.263000000
208,208,,1406,6,{6005E7A8-0101-4BE2-B8C1-F4AD936E496F},2008-10-13 11:15:07.263000000
209,209,,1180,6,{E5A50573-0D83-4200-A80C-9F690AF69FCC},2008-10-13 11:15:07.263000000
210,210,,412,6,{FF748558-EA94-4C67-A764-D1480B0F8548},2008-10-13 11:15:07.263000000
211,211,,1408,7,{98158631-9D58-4222-BCBD-CB0B90CBCE17},2008-10-13 11:15:07.263000000
212,212,,1178,8,{4DB27C1B-60CE-4060-B84D-2F83F7A04C4A},2008-10-13 11:15:07.263000000
213,213,,410,9,{374EACA4-B406-4D8E-B122-184EFC4122FA},2008-10-13 11:15:07.263000000
214,214,,1410,10,{402E4D5F-27C3-4197-87E8-32AA42E41BB6},2008-10-13 11:15:07.263000000
215,215,,1176,2,{3C8FDA7C-6E91-4779-A45E-234774092C78},2008-10-13 11:15:07.263000000
216,216,,544,2,{4F58A074-EA37-49F8-B0C1-FDC3E0A08677},2008-10-13 11:15:07.263000000
217,217,,1412,1,{5CFC3A75-DDC6-4C65-B4C3-15BF96C92983},2008-10-13 11:15:07.263000000
218,218,,1174,1,{3C098480-0D9B-409C-8156-C7610415AC5B},2008-10-13 11:15:07.263000000
219,219,,1172,3,{D39CCCE3-C4A6-441D-8A3C-96507627746D},2008-10-13 11:15:07.263000000
220,220,,542,3,{81305A48-9F6E-4415-B7AA-488BA04A8F7E},2008-10-13 11:15:07.263000000
221,221,,1414,4,{98EA497E-45D0-4C54-821A-4FDD9A751095},2008-10-13 11:15:07.263000000
222,222,,1170,3,{3DB84B19-4063-4EC2-B1B4-317DEE133A25},2008-10-13 11:15:07.263000000
223,223,,1158,3,{994837FE-10A8-47DF-B7B8-86C4E6932FD0},2008-10-13 11:15:07.263000000
224,224,,1416,5,{8B943679-47D7-48F4-BBB9-1020A2F634CD},2008-10-13 11:15:07.263000000
225,225,,1168,5,{AD085784-02A0-4A02-B79C-446A9F8F7EBF},2008-10-13 11:15:07.263000000
226,226,,1156,6,{CF860E9B-816A-406E-A64A-7965772D5487},2008-10-13 11:15:07.263000000
227,227,,1418,6,{1FFA0236-84EE-415A-BE61-94CE863715EA},2008-10-13 11:15:07.263000000
228,228,,1166,6,{C751DD7E-51D9-4D2D-AEED-C818EEE56CEB},2008-10-13 11:15:07.263000000
229,229,,1154,7,{25B9F9FC-40B0-463F-B6B9-B345E7B46874},2008-10-13 11:15:07.263000000
230,230,,1420,8,{6AC62AD2-FF1F-4151-B2A2-969847A7BAF1},2008-10-13 11:15:07.263000000
231,231,,550,9,{0AC6FEF1-C8D5-46F7-8E4C-FE522A0E4917},2008-10-13 11:15:07.263000000
232,232,,1152,10,{AA451BD5-FFC2-436C-A295-81B350A5B899},2008-10-13 11:15:07.263000000
233,233,,1422,2,{4E10867D-98DA-4CCC-ADF2-92A3EDB6E7C1},2008-10-13 11:15:07.263000000
234,234,,548,2,{60552ADB-643C-461A-9DFD-57029760B59A},2008-10-13 11:15:07.263000000
235,235,,1150,1,{A4DF6D50-5068-4FA9-B4CA-A3195EB29BB6},2008-10-13 11:15:07.263000000
236,236,,1424,1,{21801FB2-6EA6-4FE5-9444-7E09E8BA907C},2008-10-13 11:15:07.263000000
237,237,,546,3,{B8F7D9D3-E498-40C2-8C7E-FB1C98C43756},2008-10-13 11:15:07.263000000
238,238,,1148,3,{3ECD14CB-463C-4375-B81B-D6E60A48B83D},2008-10-13 11:15:07.263000000
239,239,,1426,4,{48AA4A1E-F209-4B29-A276-113EC94AA6DD},2008-10-13 11:15:07.263000000
240,240,,1956,4,{C581A495-5772-4EB1-943A-9E94E2387814},2008-10-13 11:15:07.263000000
241,241,,1146,4,{FF342E5E-445C-4900-AA71-F15656A7D24D},2008-10-13 11:15:07.263000000
242,242,,1428,5,{01D8CEF9-298D-49A8-AFC4-FFA9F5B6D1F0},2008-10-13 11:15:07.263000000
243,243,,1954,5,{62F14FDC-02DA-47EC-A1AF-5B95E963A14B},2008-10-13 11:15:07.263000000
244,244,,1144,6,{8FF82BED-93D5-4248-99E2-47F53055EC2D},2008-10-13 11:15:07.263000000
245,245,,1430,6,{4A122BDD-4393-42BC-AD49-37E43A0414F6},2008-10-13 11:15:07.263000000
246,246,,1952,6,{CEE9F2DF-2BE7-48B9-8E41-343ADC82F8C4},2008-10-13 11:15:07.263000000
247,247,,1142,7,{0764E4DB-C9D4-4C8B-964D-F7FAD1C567FB},2008-10-13 11:15:07.263000000
248,248,,1432,8,{CF89A228-A4D7-4C95-ABDC-181F2716892E},2008-10-13 11:15:07.263000000
249,249,,1950,9,{C2C4F287-0FBE-436C-8FB8-0E95125DFE61},2008-10-13 11:15:07.263000000
250,250,,1140,10,{CB1ED6CB-18A1-4F7C-8079-DC400B6E506F},2008-10-13 11:15:07.263000000
251,251,,1434,2,{50FC67E2-4FEA-4191-A01B-E850214B3B3E},2008-10-13 11:15:07.263000000
