CustomerID	ProductKey	OrderQuantity	UnitPrice	TotalDue
29646	762	9	419.4589	38291.2
29646	754	4	874.794	38291.2
29533	715	1	28.8404	1460.6
29533	770	1	419.4589	1460.6
29533	712	2	5.1865	1460.6
29533	760	2	419.4589	1460.6
29570	758	1	874.794	985.01
29992	770	5	419.4589	43362.41
29992	725	1	183.9382	43362.41
29992	754	8	874.794	43362.41
29992	730	2	183.9382	43362.41
29992	715	10	28.8404	43362.41
29992	768	1	419.4589	43362.41
29992	756	4	874.794	43362.41
29992	738	2	178.5808	43362.41
29992	758	8	874.794	43362.41
29992	708	3	20.1865	43362.41
29992	762	6	419.4589	43362.41
29992	732	3	356.898	43362.41
29992	712	6	5.1865	43362.41
29992	714	4	28.8404	43362.41
29992	760	7	419.4589	43362.41
29992	755	2	874.794	43362.41
29992	716	4	28.8404	43362.41
29992	765	2	419.4589	43362.41
29992	764	1	419.4589	43362.41
29992	753	2	2146.962	43362.41
29992	766	1	419.4589	43362.41
29992	722	1	178.5808	43362.41
29992	761	3	419.4589	43362.41
29992	711	3	20.1865	43362.41
29992	763	1	419.4589	43362.41
29992	729	2	183.9382	43362.41
29992	707	4	20.1865	43362.41
29992	726	2	183.9382	43362.41
29491	716	3	28.8404	23126.45
29491	773	1	2039.994	23126.45
29491	709	6	5.7	23126.45
29491	707	2	20.1865	23126.45
29491	771	3	2039.994	23126.45
29491	708	2	20.1865	23126.45
29491	774	1	2039.994	23126.45
29491	777	3	2024.994	23126.45
29491	772	1	2039.994	23126.45
29491	778	1	2024.994	23126.45
29549	776	3	2024.994	23242.18
29549	771	3	2039.994	23242.18
29549	715	2	28.8404	23242.18
29549	772	1	2039.994	23242.18
29549	716	3	28.8404	23242.18
29549	707	1	20.1865	23242.18
29549	708	1	20.1865	23242.18
29549	774	1	2039.994	23242.18
29549	773	2	2039.994	23242.18
29549	712	1	5.1865	23242.18
29549	711	5	20.1865	23242.18
29958	774	2	2039.994	44344.82
29958	748	2	722.5949	44344.82
29958	747	1	714.7043	44344.82
29958	742	1	722.5949	44344.82
29958	777	5	2024.994	44344.82
29958	778	6	2024.994	44344.82
29958	709	2	5.7	44344.82
29958	775	5	2024.994	44344.82
29849	762	1	419.4589	472.31
21768	749	1	3578.27	3953.98
28389	773	1	3399.99	3756.98
25863	773	1	3399.99	3756.98
14501	767	1	699.0982	772.5
11003	773	1	3399.99	3756.98
27645	750	1	3578.27	3953.98
16624	749	1	3578.27	3953.98
11005	778	1	3374.99	3729.36
11011	771	1	3399.99	3756.98
27621	751	1	3578.27	3953.98
27616	751	1	3578.27	3953.98
20042	764	1	699.0982	772.5
16351	752	1	3578.27	3953.98
16517	753	1	3578.27	3953.98
27606	753	1	3578.27	3953.98
13513	750	1	3578.27	3953.98
27601	749	1	3578.27	3953.98
13591	750	1	3578.27	3953.98
16483	753	1	3578.27	3953.98
16529	750	1	3578.27	3953.98
25249	767	1	699.0982	772.5
27668	750	1	3578.27	3953.98
27612	751	1	3578.27	3953.98
13264	750	1	3578.27	3953.98
13590	749	1	3578.27	3953.98
13581	751	1	3578.27	3953.98
14520	765	1	699.0982	772.5
16520	750	1	3578.27	3953.98
13258	750	1	3578.27	3953.98
14560	765	1	699.0982	772.5
16607	750	1	3578.27	3953.98
27666	752	1	3578.27	3953.98
11238	773	1	3399.99	3756.98
25861	773	1	3399.99	3756.98
16629	753	1	3578.27	3953.98
11025	777	1	3374.99	3729.36
27577	751	1	3578.27	3953.98
27604	751	1	3578.27	3953.98
16522	749	1	3578.27	3953.98
11002	773	1	3399.99	3756.98
13261	750	1	3578.27	3953.98
11606	751	1	3578.27	3953.98
13563	749	1	3578.27	3953.98
16527	751	1	3578.27	3953.98
27671	749	1	3578.27	3953.98
13576	753	1	3578.27	3953.98
11007	774	1	3399.99	3756.98
16631	752	1	3578.27	3953.98
16514	750	1	3578.27	3953.98
16616	751	1	3578.27	3953.98
27623	753	1	3578.27	3953.98
27625	752	1	3578.27	3953.98
27636	753	1	3578.27	3953.98
11591	750	1	3578.27	3953.98
11592	752	1	3578.27	3953.98
13265	750	1	3578.27	3953.98
16482	749	1	3578.27	3953.98
27617	751	1	3578.27	3953.98
27670	750	1	3578.27	3953.98
19941	765	1	699.0982	772.5
11017	777	1	3374.99	3729.36
27646	749	1	3578.27	3953.98
13257	749	1	3578.27	3953.98
16352	753	1	3578.27	3953.98
16493	749	1	3578.27	3953.98
27578	753	1	3578.27	3953.98
16525	752	1	3578.27	3953.98
16612	749	1	3578.27	3953.98
11010	773	1	3399.99	3756.98
16518	752	1	3578.27	3953.98
11001	777	1	3374.99	3729.36
27649	751	1	3578.27	3953.98
21659	751	1	3578.27	3953.98
27614	751	1	3578.27	3953.98
14559	764	1	699.0982	772.5
16524	751	1	3578.27	3953.98
16526	753	1	3578.27	3953.98
16348	752	1	3578.27	3953.98
11027	774	1	3399.99	3756.98
13260	753	1	3578.27	3953.98
16515	750	1	3578.27	3953.98
11018	772	1	3399.99	3756.98
25252	762	1	699.0982	772.5
11599	750	1	3578.27	3953.98
16495	751	1	3578.27	3953.98
16516	751	1	3578.27	3953.98
16620	751	1	3578.27	3953.98
27667	749	1	3578.27	3953.98
11601	750	1	3578.27	3953.98
11607	750	1	3578.27	3953.98
29385	771	1	3399.99	3756.98
11239	778	1	3374.99	3729.36
25865	778	1	3374.99	3729.36
25857	771	1	3399.99	3756.98
16484	753	1	3578.27	3953.98
16623	751	1	3578.27	3953.98
11000	771	1	3399.99	3756.98
11029	774	1	3399.99	3756.98
27615	751	1	3578.27	3953.98
17956	770	1	699.0982	772.5
16345	751	1	3578.27	3953.98
16521	749	1	3578.27	3953.98
16636	751	1	3578.27	3953.98
21710	750	1	3578.27	3953.98
13583	750	1	3578.27	3953.98
11593	751	1	3578.27	3953.98
21741	753	1	3578.27	3953.98
13585	749	1	3578.27	3953.98
14510	763	1	699.0982	772.5
16523	751	1	3578.27	3953.98
11611	751	1	3578.27	3953.98
13259	752	1	3578.27	3953.98
16350	749	1	3578.27	3953.98
11004	772	1	3399.99	3756.98
11026	773	1	3399.99	3756.98
27662	751	1	3578.27	3953.98
28390	777	1	3374.99	3729.36
25866	777	1	3374.99	3729.36
16494	750	1	3578.27	3953.98
16496	753	1	3578.27	3953.98
16519	749	1	3578.27	3953.98
16528	751	1	3578.27	3953.98
11006	773	1	3399.99	3756.98
27651	751	1	3578.27	3953.98
27663	749	1	3578.27	3953.98
27669	752	1	3578.27	3953.98
19942	770	1	699.0982	772.5
14558	768	1	699.0982	772.5
16349	752	1	3578.27	3953.98
11008	775	1	3374.99	3729.36
25250	768	1	699.0982	772.5
27605	749	1	3578.27	3953.98
27611	749	1	3578.27	3953.98
16347	750	1	3578.27	3953.98
11028	776	1	3374.99	3729.36
13584	749	1	3578.27	3953.98
21727	749	1	3578.27	3953.98
28393	775	1	3374.99	3729.36
19802	775	1	3374.99	3729.36
26620	761	1	699.0982	772.5
11009	777	1	3374.99	3729.36
27641	752	1	3578.27	3953.98
27673	750	1	3578.27	3953.98
17957	762	1	699.0982	772.5
13406	753	1	3578.27	3953.98
16630	751	1	3578.27	3953.98
29955	774	2	2039.994	37106.29
29955	778	2	2024.994	37106.29
29955	742	2	722.5949	37106.29
29955	777	5	2024.994	37106.29
29955	748	2	722.5949	37106.29
29955	741	1	818.7	37106.29
29955	745	1	809.76	37106.29
29955	771	2	2039.994	37106.29
29955	709	2	5.7	37106.29
29955	776	3	2024.994	37106.29
29620	775	4	2024.994	22801.43
29620	776	2	2024.994	22801.43
29620	777	3	2024.994	22801.43
29620	778	1	2024.994	22801.43
29888	725	1	183.9382	9661.13
29888	715	3	28.8404	9661.13
29888	770	1	419.4589	9661.13
29888	763	2	419.4589	9661.13
29888	761	2	419.4589	9661.13
29888	754	1	874.794	9661.13
29888	765	2	419.4589	9661.13
29888	753	2	2146.962	9661.13
29888	729	1	183.9382	9661.13
29888	712	4	5.1865	9661.13
29548	729	3	183.9382	1038.51
29548	712	1	5.1865	1038.51
29548	738	1	178.5808	1038.51
29548	725	1	183.9382	1038.51
29539	715	1	28.8404	1022.91
29539	712	1	5.1865	1022.91
29539	758	1	874.794	1022.91
29717	773	1	2039.994	20571.95
29717	778	1	2024.994	20571.95
29717	775	1	2024.994	20571.95
29717	776	4	2024.994	20571.95
29717	771	2	2039.994	20571.95
29818	776	2	2024.994	23130.29
29818	714	1	28.8404	23130.29
29818	777	2	2024.994	23130.29
29818	771	2	2039.994	23130.29
29818	711	1	20.1865	23130.29
29818	773	1	2039.994	23130.29
29818	715	4	28.8404	23130.29
29818	772	1	2039.994	23130.29
29818	707	1	20.1865	23130.29
29818	774	2	2039.994	23130.29
29818	708	1	20.1865	23130.29
29892	765	1	419.4589	11473.9
29892	755	1	874.794	11473.9
29892	761	1	419.4589	11473.9
29892	762	2	419.4589	11473.9
29892	753	1	2146.962	11473.9
29892	725	3	183.9382	11473.9
29892	729	1	183.9382	11473.9
29892	758	3	874.794	11473.9
29892	756	1	874.794	11473.9
29892	732	3	356.898	11473.9
29892	738	1	178.5808	11473.9
29509	761	2	419.4589	7638.85
29509	760	1	419.4589	7638.85
29509	711	1	20.1865	7638.85
29509	770	3	419.4589	7638.85
29509	707	1	20.1865	7638.85
29509	725	1	183.9382	7638.85
29509	754	1	874.794	7638.85
29509	738	3	178.5808	7638.85
29509	753	1	2146.962	7638.85
29509	765	1	419.4589	7638.85
29509	712	1	5.1865	7638.85
29509	708	3	20.1865	7638.85
29855	776	1	2024.994	2280.14
29813	777	2	2024.994	29675.64
29813	773	1	2039.994	29675.64
29813	771	1	2039.994	29675.64
29813	776	4	2024.994	29675.64
29813	775	2	2024.994	29675.64
29813	778	3	2024.994	29675.64
29988	758	2	874.794	1970.03
29946	765	2	419.4589	12382.92
29946	760	2	419.4589	12382.92
29946	753	1	2146.962	12382.92
29946	761	4	419.4589	12382.92
29946	738	1	178.5808	12382.92
29946	762	3	419.4589	12382.92
29946	732	2	356.898	12382.92
29946	766	1	419.4589	12382.92
29946	726	1	183.9382	12382.92
29946	770	2	419.4589	12382.92
29946	725	1	183.9382	12382.92
29946	755	1	874.794	12382.92
29946	768	2	419.4589	12382.92
29680	709	2	5.7	2292.84
29680	777	1	2024.994	2292.84
30074	760	1	419.4589	8090.91
30074	765	1	419.4589	8090.91
30074	762	2	419.4589	8090.91
30074	758	3	874.794	8090.91
30074	715	1	28.8404	8090.91
30074	712	3	5.1865	8090.91
30074	716	1	28.8404	8090.91
30074	725	1	183.9382	8090.91
30074	711	2	20.1865	8090.91
30074	708	1	20.1865	8090.91
30074	738	2	178.5808	8090.91
30074	763	1	419.4589	8090.91
30074	754	2	874.794	8090.91
30074	707	2	20.1865	8090.91
29961	762	2	419.4589	15423
29961	761	2	419.4589	15423
29961	770	5	419.4589	15423
29961	765	1	419.4589	15423
29961	738	2	178.5808	15423
29961	763	3	419.4589	15423
29961	754	2	874.794	15423
29961	722	1	178.5808	15423
29961	753	2	2146.962	15423
29961	726	1	183.9382	15423
29961	766	1	419.4589	15423
29961	729	1	183.9382	15423
29961	756	1	874.794	15423
29865	715	1	28.8404	4404.1
29865	762	1	419.4589	4404.1
29865	758	3	874.794	4404.1
29865	760	2	419.4589	4404.1
29773	761	2	419.4589	12381.07
29773	770	1	419.4589	12381.07
29773	758	2	874.794	12381.07
29773	765	2	419.4589	12381.07
29773	732	1	356.898	12381.07
29773	762	1	419.4589	12381.07
29773	738	1	178.5808	12381.07
29773	768	1	419.4589	12381.07
29773	753	2	2146.962	12381.07
29773	729	1	183.9382	12381.07
29773	763	1	419.4589	12381.07
29773	756	1	874.794	12381.07
29749	732	1	356.898	26346.89
29749	764	3	419.4589	26346.89
29749	770	5	419.4589	26346.89
29749	768	2	419.4589	26346.89
29749	725	1	183.9382	26346.89
29749	715	9	28.8404	26346.89
29749	765	4	419.4589	26346.89
29749	753	1	2146.962	26346.89
29749	733	2	356.898	26346.89
29749	730	2	183.9382	26346.89
29749	766	2	419.4589	26346.89
29749	711	4	20.1865	26346.89
29749	754	3	874.794	26346.89
29749	756	2	874.794	26346.89
29749	729	2	183.9382	26346.89
29749	760	4	419.4589	26346.89
29749	755	2	874.794	26346.89
29749	716	6	28.8404	26346.89
29749	763	2	419.4589	26346.89
29749	758	2	874.794	26346.89
29749	712	9	5.1865	26346.89
29749	761	2	419.4589	26346.89
29749	707	4	20.1865	26346.89
29749	738	1	178.5808	26346.89
29749	714	3	28.8404	26346.89
29749	722	2	178.5808	26346.89
29749	708	3	20.1865	26346.89
29945	771	4	2039.994	34922.36
29945	741	1	818.7	34922.36
29945	777	3	2024.994	34922.36
29945	773	4	2039.994	34922.36
29945	747	2	714.7043	34922.36
29945	748	2	722.5949	34922.36
29945	774	2	2039.994	34922.36
29945	745	1	809.76	34922.36
29945	709	4	5.7	34922.36
29764	758	1	874.794	1935.41
29764	712	1	5.1865	1935.41
29764	760	1	419.4589	1935.41
29764	762	1	419.4589	1935.41
30056	772	5	2039.994	43335.72
30056	747	1	714.7043	43335.72
30056	741	2	818.7	43335.72
30056	778	2	2024.994	43335.72
30056	776	4	2024.994	43335.72
30056	748	1	722.5949	43335.72
30056	771	2	2039.994	43335.72
30056	773	4	2039.994	43335.72
30056	745	1	809.76	43335.72
30117	758	1	874.794	14860.64
30117	770	2	419.4589	14860.64
30117	753	1	2146.962	14860.64
30117	760	4	419.4589	14860.64
30117	725	1	183.9382	14860.64
30117	729	4	183.9382	14860.64
30117	762	1	419.4589	14860.64
30117	763	2	419.4589	14860.64
30117	715	5	28.8404	14860.64
30117	738	1	178.5808	14860.64
30117	712	3	5.1865	14860.64
30117	765	3	419.4589	14860.64
30117	761	3	419.4589	14860.64
30117	754	3	874.794	14860.64
29571	771	1	2039.994	4589.87
29571	777	1	2024.994	4589.87
29571	709	2	5.7	4589.87
29582	708	1	20.1865	36806.48
29582	774	1	2039.994	36806.48
29582	776	2	2024.994	36806.48
29582	715	2	28.8404	36806.48
29582	773	2	2039.994	36806.48
29582	709	2	5.7	36806.48
29582	714	3	28.8404	36806.48
29582	771	4	2039.994	36806.48
29582	711	2	20.1865	36806.48
29582	707	1	20.1865	36806.48
29582	778	2	2024.994	36806.48
29582	712	4	5.1865	36806.48
29582	743	2	714.7043	36806.48
29582	748	1	722.5949	36806.48
29582	742	3	722.5949	36806.48
29582	741	2	818.7	36806.48
29582	777	2	2024.994	36806.48
29582	716	1	28.8404	36806.48
30042	749	1	2146.962	2417.47
30107	747	1	714.7043	55408.15
30107	775	5	2024.994	55408.15
30107	777	2	2024.994	55408.15
30107	745	2	809.76	55408.15
30107	771	5	2039.994	55408.15
30107	772	4	2039.994	55408.15
30107	743	1	714.7043	55408.15
30107	774	1	2039.994	55408.15
30107	778	5	2024.994	55408.15
30107	742	2	722.5949	55408.15
29675	760	3	419.4589	4859.86
29675	762	2	419.4589	4859.86
29675	715	3	28.8404	4859.86
29675	770	3	419.4589	4859.86
29675	758	1	874.794	4859.86
30076	712	1	5.1865	10580.08
30076	761	1	419.4589	10580.08
30076	729	2	183.9382	10580.08
30076	707	2	20.1865	10580.08
30076	758	1	874.794	10580.08
30076	725	1	183.9382	10580.08
30076	762	1	419.4589	10580.08
30076	715	2	28.8404	10580.08
30076	754	3	874.794	10580.08
30076	753	1	2146.962	10580.08
30076	708	4	20.1865	10580.08
30076	760	2	419.4589	10580.08
30076	770	3	419.4589	10580.08
30076	711	4	20.1865	10580.08
30100	763	1	419.4589	13042.62
30100	708	1	20.1865	13042.62
30100	758	3	874.794	13042.62
30100	756	2	874.794	13042.62
30100	765	1	419.4589	13042.62
30100	711	2	20.1865	13042.62
30100	707	4	20.1865	13042.62
30100	725	2	183.9382	13042.62
30100	732	1	356.898	13042.62
30100	738	1	178.5808	13042.62
30100	753	1	2146.962	13042.62
30100	754	2	874.794	13042.62
30100	755	1	874.794	13042.62
30100	716	4	28.8404	13042.62
30100	760	1	419.4589	13042.62
30100	712	4	5.1865	13042.62
29703	770	6	419.4589	46465.95
29703	764	2	419.4589	46465.95
29703	749	2	2146.962	46465.95
29703	726	5	183.9382	46465.95
29703	729	5	183.9382	46465.95
29703	755	1	874.794	46465.95
29703	738	1	178.5808	46465.95
29703	766	3	419.4589	46465.95
29703	722	3	178.5808	46465.95
29703	758	5	874.794	46465.95
29703	760	5	419.4589	46465.95
29703	733	3	356.898	46465.95
29703	768	2	419.4589	46465.95
29703	756	1	874.794	46465.95
29703	707	5	20.1865	46465.95
29703	765	1	419.4589	46465.95
29703	711	2	20.1865	46465.95
29703	754	6	874.794	46465.95
29703	730	3	183.9382	46465.95
29703	761	6	419.4589	46465.95
29703	763	5	419.4589	46465.95
29703	716	1	28.8404	46465.95
29703	715	5	28.8404	46465.95
29703	714	1	28.8404	46465.95
29703	762	4	419.4589	46465.95
29703	725	2	183.9382	46465.95
29703	753	2	2146.962	46465.95
29703	732	6	356.898	46465.95
29569	763	1	419.4589	472.31
29624	778	6	2024.994	137343.28
29624	747	2	714.7043	137343.28
29624	741	1	818.7	137343.28
29624	709	2	5.7	137343.28
29624	715	2	28.8404	137343.28
29624	774	7	2039.994	137343.28
29624	771	6	2039.994	137343.28
29624	707	2	20.1865	137343.28
29624	748	5	722.5949	137343.28
29624	773	12	1971.9942	137343.28
29624	745	1	809.76	137343.28
29624	775	13	1957.4942	137343.28
29624	772	2	2039.994	137343.28
29624	776	8	2024.994	137343.28
29624	743	2	714.7043	137343.28
29624	712	2	5.1865	137343.28
29624	777	2	2024.994	137343.28
29624	716	3	28.8404	137343.28
29624	708	5	20.1865	137343.28
29624	742	3	722.5949	137343.28
29624	714	2	28.8404	137343.28
30091	762	2	419.4589	8036.88
30091	758	1	874.794	8036.88
30091	763	3	419.4589	8036.88
30091	754	2	874.794	8036.88
30091	725	2	183.9382	8036.88
30091	761	2	419.4589	8036.88
30091	770	2	419.4589	8036.88
30091	729	2	183.9382	8036.88
29925	715	4	28.8404	23223.53
29925	708	2	20.1865	23223.53
29925	709	5	5.7	23223.53
29925	771	3	2039.994	23223.53
29925	775	2	2024.994	23223.53
29925	774	4	2039.994	23223.53
29925	778	1	2024.994	23223.53
